Polygon,Grid_ID
"POLYGON ((121.2454545454545 14.73636363636364, 121.249959049959 14.73636363636364, 121.249959049959 14.74086814086814, 121.2454545454545 14.74086814086814, 121.2454545454545 14.73636363636364))",677
"POLYGON ((121.25 14.59545454545455, 121.2545045045045 14.59545454545455, 121.2545045045045 14.59995904995905, 121.25 14.59995904995905, 121.25 14.59545454545455))",678
"POLYGON ((121.25 14.6, 121.2545045045045 14.6, 121.2545045045045 14.6045045045045, 121.25 14.6045045045045, 121.25 14.6))",679
"POLYGON ((121.25 14.60454545454546, 121.2545045045045 14.60454545454546, 121.2545045045045 14.60904995904996, 121.25 14.60904995904996, 121.25 14.60454545454546))",680
"POLYGON ((121.25 14.60909090909091, 121.2545045045045 14.60909090909091, 121.2545045045045 14.61359541359541, 121.25 14.61359541359541, 121.25 14.60909090909091))",681
"POLYGON ((121.25 14.61363636363636, 121.2545045045045 14.61363636363636, 121.2545045045045 14.61814086814087, 121.25 14.61814086814087, 121.25 14.61363636363636))",682
"POLYGON ((121.25 14.61818181818182, 121.2545045045045 14.61818181818182, 121.2545045045045 14.62268632268632, 121.25 14.62268632268632, 121.25 14.61818181818182))",683
"POLYGON ((121.25 14.62272727272727, 121.2545045045045 14.62272727272727, 121.2545045045045 14.62723177723178, 121.25 14.62723177723178, 121.25 14.62272727272727))",684
"POLYGON ((121.25 14.62727272727273, 121.2545045045045 14.62727272727273, 121.2545045045045 14.63177723177723, 121.25 14.63177723177723, 121.25 14.62727272727273))",685
"POLYGON ((121.25 14.63181818181818, 121.2545045045045 14.63181818181818, 121.2545045045045 14.63632268632269, 121.25 14.63632268632269, 121.25 14.63181818181818))",686
"POLYGON ((121.25 14.63636363636364, 121.2545045045045 14.63636363636364, 121.2545045045045 14.64086814086814, 121.25 14.64086814086814, 121.25 14.63636363636364))",687
"POLYGON ((121.25 14.64090909090909, 121.2545045045045 14.64090909090909, 121.2545045045045 14.6454135954136, 121.25 14.6454135954136, 121.25 14.64090909090909))",688
"POLYGON ((121.25 14.64545454545455, 121.2545045045045 14.64545454545455, 121.2545045045045 14.64995904995905, 121.25 14.64995904995905, 121.25 14.64545454545455))",689
"POLYGON ((121.25 14.65, 121.2545045045045 14.65, 121.2545045045045 14.65450450450451, 121.25 14.65450450450451, 121.25 14.65))",690
"POLYGON ((121.25 14.65454545454545, 121.2545045045045 14.65454545454545, 121.2545045045045 14.65904995904996, 121.25 14.65904995904996, 121.25 14.65454545454545))",691
"POLYGON ((121.25 14.65909090909091, 121.2545045045045 14.65909090909091, 121.2545045045045 14.66359541359541, 121.25 14.66359541359541, 121.25 14.65909090909091))",692
"POLYGON ((121.25 14.66363636363636, 121.2545045045045 14.66363636363636, 121.2545045045045 14.66814086814087, 121.25 14.66814086814087, 121.25 14.66363636363636))",693
"POLYGON ((121.25 14.66818181818182, 121.2545045045045 14.66818181818182, 121.2545045045045 14.67268632268632, 121.25 14.67268632268632, 121.25 14.66818181818182))",694
"POLYGON ((121.25 14.67272727272727, 121.2545045045045 14.67272727272727, 121.2545045045045 14.67723177723178, 121.25 14.67723177723178, 121.25 14.67272727272727))",695
"POLYGON ((121.25 14.67727272727273, 121.2545045045045 14.67727272727273, 121.2545045045045 14.68177723177723, 121.25 14.68177723177723, 121.25 14.67727272727273))",696
"POLYGON ((121.25 14.68181818181818, 121.2545045045045 14.68181818181818, 121.2545045045045 14.68632268632269, 121.25 14.68632268632269, 121.25 14.68181818181818))",697
"POLYGON ((121.25 14.68636363636364, 121.2545045045045 14.68636363636364, 121.2545045045045 14.69086814086814, 121.25 14.69086814086814, 121.25 14.68636363636364))",698
"POLYGON ((121.25 14.69090909090909, 121.2545045045045 14.69090909090909, 121.2545045045045 14.6954135954136, 121.25 14.6954135954136, 121.25 14.69090909090909))",699
"POLYGON ((121.25 14.69545454545455, 121.2545045045045 14.69545454545455, 121.2545045045045 14.69995904995905, 121.25 14.69995904995905, 121.25 14.69545454545455))",700
"POLYGON ((121.25 14.7, 121.2545045045045 14.7, 121.2545045045045 14.70450450450451, 121.25 14.70450450450451, 121.25 14.7))",701
"POLYGON ((121.25 14.70454545454546, 121.2545045045045 14.70454545454546, 121.2545045045045 14.70904995904996, 121.25 14.70904995904996, 121.25 14.70454545454546))",702
"POLYGON ((121.25 14.70909090909091, 121.2545045045045 14.70909090909091, 121.2545045045045 14.71359541359541, 121.25 14.71359541359541, 121.25 14.70909090909091))",703
"POLYGON ((121.25 14.71363636363636, 121.2545045045045 14.71363636363636, 121.2545045045045 14.71814086814087, 121.25 14.71814086814087, 121.25 14.71363636363636))",704
"POLYGON ((121.25 14.71818181818182, 121.2545045045045 14.71818181818182, 121.2545045045045 14.72268632268632, 121.25 14.72268632268632, 121.25 14.71818181818182))",705
"POLYGON ((121.25 14.72272727272727, 121.2545045045045 14.72272727272727, 121.2545045045045 14.72723177723178, 121.25 14.72723177723178, 121.25 14.72272727272727))",706
"POLYGON ((121.25 14.72727272727273, 121.2545045045045 14.72727272727273, 121.2545045045045 14.73177723177723, 121.25 14.73177723177723, 121.25 14.72727272727273))",707
"POLYGON ((121.25 14.73181818181818, 121.2545045045045 14.73181818181818, 121.2545045045045 14.73632268632269, 121.25 14.73632268632269, 121.25 14.73181818181818))",708
"POLYGON ((121.25 14.73636363636364, 121.2545045045045 14.73636363636364, 121.2545045045045 14.74086814086814, 121.25 14.74086814086814, 121.25 14.73636363636364))",709
"POLYGON ((121.2545454545455 14.6, 121.25904995905 14.6, 121.25904995905 14.6045045045045, 121.2545454545455 14.6045045045045, 121.2545454545455 14.6))",710
"POLYGON ((121.2545454545455 14.60454545454546, 121.25904995905 14.60454545454546, 121.25904995905 14.60904995904996, 121.2545454545455 14.60904995904996, 121.2545454545455 14.60454545454546))",711
"POLYGON ((121.2545454545455 14.60909090909091, 121.25904995905 14.60909090909091, 121.25904995905 14.61359541359541, 121.2545454545455 14.61359541359541, 121.2545454545455 14.60909090909091))",712
"POLYGON ((121.2545454545455 14.61363636363636, 121.25904995905 14.61363636363636, 121.25904995905 14.61814086814087, 121.2545454545455 14.61814086814087, 121.2545454545455 14.61363636363636))",713
"POLYGON ((121.2545454545455 14.61818181818182, 121.25904995905 14.61818181818182, 121.25904995905 14.62268632268632, 121.2545454545455 14.62268632268632, 121.2545454545455 14.61818181818182))",714
"POLYGON ((121.2545454545455 14.62272727272727, 121.25904995905 14.62272727272727, 121.25904995905 14.62723177723178, 121.2545454545455 14.62723177723178, 121.2545454545455 14.62272727272727))",715
"POLYGON ((121.2545454545455 14.62727272727273, 121.25904995905 14.62727272727273, 121.25904995905 14.63177723177723, 121.2545454545455 14.63177723177723, 121.2545454545455 14.62727272727273))",716
"POLYGON ((121.2545454545455 14.63181818181818, 121.25904995905 14.63181818181818, 121.25904995905 14.63632268632269, 121.2545454545455 14.63632268632269, 121.2545454545455 14.63181818181818))",717
"POLYGON ((121.2545454545455 14.63636363636364, 121.25904995905 14.63636363636364, 121.25904995905 14.64086814086814, 121.2545454545455 14.64086814086814, 121.2545454545455 14.63636363636364))",718
"POLYGON ((121.2545454545455 14.64090909090909, 121.25904995905 14.64090909090909, 121.25904995905 14.6454135954136, 121.2545454545455 14.6454135954136, 121.2545454545455 14.64090909090909))",719
"POLYGON ((121.2545454545455 14.64545454545455, 121.25904995905 14.64545454545455, 121.25904995905 14.64995904995905, 121.2545454545455 14.64995904995905, 121.2545454545455 14.64545454545455))",720
"POLYGON ((121.2545454545455 14.65, 121.25904995905 14.65, 121.25904995905 14.65450450450451, 121.2545454545455 14.65450450450451, 121.2545454545455 14.65))",721
"POLYGON ((121.2545454545455 14.65454545454545, 121.25904995905 14.65454545454545, 121.25904995905 14.65904995904996, 121.2545454545455 14.65904995904996, 121.2545454545455 14.65454545454545))",722
"POLYGON ((121.2545454545455 14.65909090909091, 121.25904995905 14.65909090909091, 121.25904995905 14.66359541359541, 121.2545454545455 14.66359541359541, 121.2545454545455 14.65909090909091))",723
"POLYGON ((121.2545454545455 14.66363636363636, 121.25904995905 14.66363636363636, 121.25904995905 14.66814086814087, 121.2545454545455 14.66814086814087, 121.2545454545455 14.66363636363636))",724
"POLYGON ((121.2545454545455 14.66818181818182, 121.25904995905 14.66818181818182, 121.25904995905 14.67268632268632, 121.2545454545455 14.67268632268632, 121.2545454545455 14.66818181818182))",725
"POLYGON ((121.2545454545455 14.67272727272727, 121.25904995905 14.67272727272727, 121.25904995905 14.67723177723178, 121.2545454545455 14.67723177723178, 121.2545454545455 14.67272727272727))",726
"POLYGON ((121.2545454545455 14.67727272727273, 121.25904995905 14.67727272727273, 121.25904995905 14.68177723177723, 121.2545454545455 14.68177723177723, 121.2545454545455 14.67727272727273))",727
"POLYGON ((121.2545454545455 14.68181818181818, 121.25904995905 14.68181818181818, 121.25904995905 14.68632268632269, 121.2545454545455 14.68632268632269, 121.2545454545455 14.68181818181818))",728
"POLYGON ((121.2545454545455 14.68636363636364, 121.25904995905 14.68636363636364, 121.25904995905 14.69086814086814, 121.2545454545455 14.69086814086814, 121.2545454545455 14.68636363636364))",729
"POLYGON ((121.2545454545455 14.69090909090909, 121.25904995905 14.69090909090909, 121.25904995905 14.6954135954136, 121.2545454545455 14.6954135954136, 121.2545454545455 14.69090909090909))",730
"POLYGON ((121.2545454545455 14.69545454545455, 121.25904995905 14.69545454545455, 121.25904995905 14.69995904995905, 121.2545454545455 14.69995904995905, 121.2545454545455 14.69545454545455))",731
"POLYGON ((121.2545454545455 14.7, 121.25904995905 14.7, 121.25904995905 14.70450450450451, 121.2545454545455 14.70450450450451, 121.2545454545455 14.7))",732
"POLYGON ((121.2545454545455 14.70454545454546, 121.25904995905 14.70454545454546, 121.25904995905 14.70904995904996, 121.2545454545455 14.70904995904996, 121.2545454545455 14.70454545454546))",733
"POLYGON ((121.2545454545455 14.70909090909091, 121.25904995905 14.70909090909091, 121.25904995905 14.71359541359541, 121.2545454545455 14.71359541359541, 121.2545454545455 14.70909090909091))",734
"POLYGON ((121.2545454545455 14.71363636363636, 121.25904995905 14.71363636363636, 121.25904995905 14.71814086814087, 121.2545454545455 14.71814086814087, 121.2545454545455 14.71363636363636))",735
"POLYGON ((121.2545454545455 14.71818181818182, 121.25904995905 14.71818181818182, 121.25904995905 14.72268632268632, 121.2545454545455 14.72268632268632, 121.2545454545455 14.71818181818182))",736
"POLYGON ((121.2545454545455 14.72272727272727, 121.25904995905 14.72272727272727, 121.25904995905 14.72723177723178, 121.2545454545455 14.72723177723178, 121.2545454545455 14.72272727272727))",737
"POLYGON ((121.2545454545455 14.72727272727273, 121.25904995905 14.72727272727273, 121.25904995905 14.73177723177723, 121.2545454545455 14.73177723177723, 121.2545454545455 14.72727272727273))",738
"POLYGON ((121.2545454545455 14.73181818181818, 121.25904995905 14.73181818181818, 121.25904995905 14.73632268632269, 121.2545454545455 14.73632268632269, 121.2545454545455 14.73181818181818))",739
"POLYGON ((121.2545454545455 14.73636363636364, 121.25904995905 14.73636363636364, 121.25904995905 14.74086814086814, 121.2545454545455 14.74086814086814, 121.2545454545455 14.73636363636364))",740
"POLYGON ((121.2590909090909 14.6, 121.2635954135954 14.6, 121.2635954135954 14.6045045045045, 121.2590909090909 14.6045045045045, 121.2590909090909 14.6))",741
"POLYGON ((121.2590909090909 14.60454545454546, 121.2635954135954 14.60454545454546, 121.2635954135954 14.60904995904996, 121.2590909090909 14.60904995904996, 121.2590909090909 14.60454545454546))",742
"POLYGON ((121.2590909090909 14.60909090909091, 121.2635954135954 14.60909090909091, 121.2635954135954 14.61359541359541, 121.2590909090909 14.61359541359541, 121.2590909090909 14.60909090909091))",743
"POLYGON ((121.2590909090909 14.61363636363636, 121.2635954135954 14.61363636363636, 121.2635954135954 14.61814086814087, 121.2590909090909 14.61814086814087, 121.2590909090909 14.61363636363636))",744
"POLYGON ((121.2590909090909 14.61818181818182, 121.2635954135954 14.61818181818182, 121.2635954135954 14.62268632268632, 121.2590909090909 14.62268632268632, 121.2590909090909 14.61818181818182))",745
"POLYGON ((121.2590909090909 14.62272727272727, 121.2635954135954 14.62272727272727, 121.2635954135954 14.62723177723178, 121.2590909090909 14.62723177723178, 121.2590909090909 14.62272727272727))",746
"POLYGON ((121.2590909090909 14.62727272727273, 121.2635954135954 14.62727272727273, 121.2635954135954 14.63177723177723, 121.2590909090909 14.63177723177723, 121.2590909090909 14.62727272727273))",747
"POLYGON ((121.2590909090909 14.63181818181818, 121.2635954135954 14.63181818181818, 121.2635954135954 14.63632268632269, 121.2590909090909 14.63632268632269, 121.2590909090909 14.63181818181818))",748
"POLYGON ((121.2590909090909 14.63636363636364, 121.2635954135954 14.63636363636364, 121.2635954135954 14.64086814086814, 121.2590909090909 14.64086814086814, 121.2590909090909 14.63636363636364))",749
"POLYGON ((121.2590909090909 14.64090909090909, 121.2635954135954 14.64090909090909, 121.2635954135954 14.6454135954136, 121.2590909090909 14.6454135954136, 121.2590909090909 14.64090909090909))",750
"POLYGON ((121.2590909090909 14.64545454545455, 121.2635954135954 14.64545454545455, 121.2635954135954 14.64995904995905, 121.2590909090909 14.64995904995905, 121.2590909090909 14.64545454545455))",751
"POLYGON ((121.2590909090909 14.65, 121.2635954135954 14.65, 121.2635954135954 14.65450450450451, 121.2590909090909 14.65450450450451, 121.2590909090909 14.65))",752
"POLYGON ((121.2590909090909 14.65454545454545, 121.2635954135954 14.65454545454545, 121.2635954135954 14.65904995904996, 121.2590909090909 14.65904995904996, 121.2590909090909 14.65454545454545))",753
"POLYGON ((121.2590909090909 14.65909090909091, 121.2635954135954 14.65909090909091, 121.2635954135954 14.66359541359541, 121.2590909090909 14.66359541359541, 121.2590909090909 14.65909090909091))",754
"POLYGON ((121.2590909090909 14.66363636363636, 121.2635954135954 14.66363636363636, 121.2635954135954 14.66814086814087, 121.2590909090909 14.66814086814087, 121.2590909090909 14.66363636363636))",755
"POLYGON ((121.2590909090909 14.66818181818182, 121.2635954135954 14.66818181818182, 121.2635954135954 14.67268632268632, 121.2590909090909 14.67268632268632, 121.2590909090909 14.66818181818182))",756
"POLYGON ((121.2590909090909 14.67272727272727, 121.2635954135954 14.67272727272727, 121.2635954135954 14.67723177723178, 121.2590909090909 14.67723177723178, 121.2590909090909 14.67272727272727))",757
"POLYGON ((121.2590909090909 14.67727272727273, 121.2635954135954 14.67727272727273, 121.2635954135954 14.68177723177723, 121.2590909090909 14.68177723177723, 121.2590909090909 14.67727272727273))",758
"POLYGON ((121.2590909090909 14.68181818181818, 121.2635954135954 14.68181818181818, 121.2635954135954 14.68632268632269, 121.2590909090909 14.68632268632269, 121.2590909090909 14.68181818181818))",759
"POLYGON ((121.2590909090909 14.68636363636364, 121.2635954135954 14.68636363636364, 121.2635954135954 14.69086814086814, 121.2590909090909 14.69086814086814, 121.2590909090909 14.68636363636364))",760
"POLYGON ((121.2590909090909 14.69090909090909, 121.2635954135954 14.69090909090909, 121.2635954135954 14.6954135954136, 121.2590909090909 14.6954135954136, 121.2590909090909 14.69090909090909))",761
"POLYGON ((121.2590909090909 14.69545454545455, 121.2635954135954 14.69545454545455, 121.2635954135954 14.69995904995905, 121.2590909090909 14.69995904995905, 121.2590909090909 14.69545454545455))",762
"POLYGON ((121.2590909090909 14.7, 121.2635954135954 14.7, 121.2635954135954 14.70450450450451, 121.2590909090909 14.70450450450451, 121.2590909090909 14.7))",763
"POLYGON ((121.2590909090909 14.70454545454546, 121.2635954135954 14.70454545454546, 121.2635954135954 14.70904995904996, 121.2590909090909 14.70904995904996, 121.2590909090909 14.70454545454546))",764
"POLYGON ((121.2590909090909 14.70909090909091, 121.2635954135954 14.70909090909091, 121.2635954135954 14.71359541359541, 121.2590909090909 14.71359541359541, 121.2590909090909 14.70909090909091))",765
"POLYGON ((121.2590909090909 14.71363636363636, 121.2635954135954 14.71363636363636, 121.2635954135954 14.71814086814087, 121.2590909090909 14.71814086814087, 121.2590909090909 14.71363636363636))",766
"POLYGON ((121.2590909090909 14.71818181818182, 121.2635954135954 14.71818181818182, 121.2635954135954 14.72268632268632, 121.2590909090909 14.72268632268632, 121.2590909090909 14.71818181818182))",767
"POLYGON ((121.2590909090909 14.72272727272727, 121.2635954135954 14.72272727272727, 121.2635954135954 14.72723177723178, 121.2590909090909 14.72723177723178, 121.2590909090909 14.72272727272727))",768
"POLYGON ((121.2590909090909 14.72727272727273, 121.2635954135954 14.72727272727273, 121.2635954135954 14.73177723177723, 121.2590909090909 14.73177723177723, 121.2590909090909 14.72727272727273))",769
"POLYGON ((121.2590909090909 14.73181818181818, 121.2635954135954 14.73181818181818, 121.2635954135954 14.73632268632269, 121.2590909090909 14.73632268632269, 121.2590909090909 14.73181818181818))",770
"POLYGON ((121.2590909090909 14.73636363636364, 121.2635954135954 14.73636363636364, 121.2635954135954 14.74086814086814, 121.2590909090909 14.74086814086814, 121.2590909090909 14.73636363636364))",771
"POLYGON ((121.2636363636364 14.6, 121.2681408681409 14.6, 121.2681408681409 14.6045045045045, 121.2636363636364 14.6045045045045, 121.2636363636364 14.6))",772
"POLYGON ((121.2636363636364 14.60454545454546, 121.2681408681409 14.60454545454546, 121.2681408681409 14.60904995904996, 121.2636363636364 14.60904995904996, 121.2636363636364 14.60454545454546))",773
"POLYGON ((121.2636363636364 14.60909090909091, 121.2681408681409 14.60909090909091, 121.2681408681409 14.61359541359541, 121.2636363636364 14.61359541359541, 121.2636363636364 14.60909090909091))",774
"POLYGON ((121.2636363636364 14.61363636363636, 121.2681408681409 14.61363636363636, 121.2681408681409 14.61814086814087, 121.2636363636364 14.61814086814087, 121.2636363636364 14.61363636363636))",775
"POLYGON ((121.2636363636364 14.61818181818182, 121.2681408681409 14.61818181818182, 121.2681408681409 14.62268632268632, 121.2636363636364 14.62268632268632, 121.2636363636364 14.61818181818182))",776
"POLYGON ((121.2636363636364 14.62272727272727, 121.2681408681409 14.62272727272727, 121.2681408681409 14.62723177723178, 121.2636363636364 14.62723177723178, 121.2636363636364 14.62272727272727))",777
"POLYGON ((121.2636363636364 14.62727272727273, 121.2681408681409 14.62727272727273, 121.2681408681409 14.63177723177723, 121.2636363636364 14.63177723177723, 121.2636363636364 14.62727272727273))",778
"POLYGON ((121.2636363636364 14.63181818181818, 121.2681408681409 14.63181818181818, 121.2681408681409 14.63632268632269, 121.2636363636364 14.63632268632269, 121.2636363636364 14.63181818181818))",779
"POLYGON ((121.2636363636364 14.63636363636364, 121.2681408681409 14.63636363636364, 121.2681408681409 14.64086814086814, 121.2636363636364 14.64086814086814, 121.2636363636364 14.63636363636364))",780
"POLYGON ((121.2636363636364 14.64090909090909, 121.2681408681409 14.64090909090909, 121.2681408681409 14.6454135954136, 121.2636363636364 14.6454135954136, 121.2636363636364 14.64090909090909))",781
"POLYGON ((121.2636363636364 14.64545454545455, 121.2681408681409 14.64545454545455, 121.2681408681409 14.64995904995905, 121.2636363636364 14.64995904995905, 121.2636363636364 14.64545454545455))",782
"POLYGON ((121.2636363636364 14.65, 121.2681408681409 14.65, 121.2681408681409 14.65450450450451, 121.2636363636364 14.65450450450451, 121.2636363636364 14.65))",783
"POLYGON ((121.2636363636364 14.65454545454545, 121.2681408681409 14.65454545454545, 121.2681408681409 14.65904995904996, 121.2636363636364 14.65904995904996, 121.2636363636364 14.65454545454545))",784
"POLYGON ((121.2636363636364 14.65909090909091, 121.2681408681409 14.65909090909091, 121.2681408681409 14.66359541359541, 121.2636363636364 14.66359541359541, 121.2636363636364 14.65909090909091))",785
"POLYGON ((121.2636363636364 14.66363636363636, 121.2681408681409 14.66363636363636, 121.2681408681409 14.66814086814087, 121.2636363636364 14.66814086814087, 121.2636363636364 14.66363636363636))",786
"POLYGON ((121.2636363636364 14.66818181818182, 121.2681408681409 14.66818181818182, 121.2681408681409 14.67268632268632, 121.2636363636364 14.67268632268632, 121.2636363636364 14.66818181818182))",787
"POLYGON ((121.2636363636364 14.67272727272727, 121.2681408681409 14.67272727272727, 121.2681408681409 14.67723177723178, 121.2636363636364 14.67723177723178, 121.2636363636364 14.67272727272727))",788
"POLYGON ((121.2636363636364 14.67727272727273, 121.2681408681409 14.67727272727273, 121.2681408681409 14.68177723177723, 121.2636363636364 14.68177723177723, 121.2636363636364 14.67727272727273))",789
"POLYGON ((121.2636363636364 14.68181818181818, 121.2681408681409 14.68181818181818, 121.2681408681409 14.68632268632269, 121.2636363636364 14.68632268632269, 121.2636363636364 14.68181818181818))",790
"POLYGON ((121.2636363636364 14.68636363636364, 121.2681408681409 14.68636363636364, 121.2681408681409 14.69086814086814, 121.2636363636364 14.69086814086814, 121.2636363636364 14.68636363636364))",791
"POLYGON ((121.2636363636364 14.69090909090909, 121.2681408681409 14.69090909090909, 121.2681408681409 14.6954135954136, 121.2636363636364 14.6954135954136, 121.2636363636364 14.69090909090909))",792
"POLYGON ((121.2636363636364 14.69545454545455, 121.2681408681409 14.69545454545455, 121.2681408681409 14.69995904995905, 121.2636363636364 14.69995904995905, 121.2636363636364 14.69545454545455))",793
"POLYGON ((121.2636363636364 14.7, 121.2681408681409 14.7, 121.2681408681409 14.70450450450451, 121.2636363636364 14.70450450450451, 121.2636363636364 14.7))",794
"POLYGON ((121.2636363636364 14.70454545454546, 121.2681408681409 14.70454545454546, 121.2681408681409 14.70904995904996, 121.2636363636364 14.70904995904996, 121.2636363636364 14.70454545454546))",795
"POLYGON ((121.2636363636364 14.70909090909091, 121.2681408681409 14.70909090909091, 121.2681408681409 14.71359541359541, 121.2636363636364 14.71359541359541, 121.2636363636364 14.70909090909091))",796
"POLYGON ((121.2636363636364 14.71363636363636, 121.2681408681409 14.71363636363636, 121.2681408681409 14.71814086814087, 121.2636363636364 14.71814086814087, 121.2636363636364 14.71363636363636))",797
"POLYGON ((121.2636363636364 14.71818181818182, 121.2681408681409 14.71818181818182, 121.2681408681409 14.72268632268632, 121.2636363636364 14.72268632268632, 121.2636363636364 14.71818181818182))",798
"POLYGON ((121.2636363636364 14.72272727272727, 121.2681408681409 14.72272727272727, 121.2681408681409 14.72723177723178, 121.2636363636364 14.72723177723178, 121.2636363636364 14.72272727272727))",799
"POLYGON ((121.2636363636364 14.72727272727273, 121.2681408681409 14.72727272727273, 121.2681408681409 14.73177723177723, 121.2636363636364 14.73177723177723, 121.2636363636364 14.72727272727273))",800
"POLYGON ((121.2636363636364 14.73181818181818, 121.2681408681409 14.73181818181818, 121.2681408681409 14.73632268632269, 121.2636363636364 14.73632268632269, 121.2636363636364 14.73181818181818))",801
"POLYGON ((121.2636363636364 14.73636363636364, 121.2681408681409 14.73636363636364, 121.2681408681409 14.74086814086814, 121.2636363636364 14.74086814086814, 121.2636363636364 14.73636363636364))",802
"POLYGON ((121.2636363636364 14.74090909090909, 121.2681408681409 14.74090909090909, 121.2681408681409 14.7454135954136, 121.2636363636364 14.7454135954136, 121.2636363636364 14.74090909090909))",803
"POLYGON ((121.2681818181818 14.60454545454546, 121.2726863226863 14.60454545454546, 121.2726863226863 14.60904995904996, 121.2681818181818 14.60904995904996, 121.2681818181818 14.60454545454546))",804
"POLYGON ((121.2681818181818 14.60909090909091, 121.2726863226863 14.60909090909091, 121.2726863226863 14.61359541359541, 121.2681818181818 14.61359541359541, 121.2681818181818 14.60909090909091))",805
"POLYGON ((121.2681818181818 14.61363636363636, 121.2726863226863 14.61363636363636, 121.2726863226863 14.61814086814087, 121.2681818181818 14.61814086814087, 121.2681818181818 14.61363636363636))",806
"POLYGON ((121.2681818181818 14.61818181818182, 121.2726863226863 14.61818181818182, 121.2726863226863 14.62268632268632, 121.2681818181818 14.62268632268632, 121.2681818181818 14.61818181818182))",807
"POLYGON ((121.2681818181818 14.62272727272727, 121.2726863226863 14.62272727272727, 121.2726863226863 14.62723177723178, 121.2681818181818 14.62723177723178, 121.2681818181818 14.62272727272727))",808
"POLYGON ((121.2681818181818 14.62727272727273, 121.2726863226863 14.62727272727273, 121.2726863226863 14.63177723177723, 121.2681818181818 14.63177723177723, 121.2681818181818 14.62727272727273))",809
"POLYGON ((121.2681818181818 14.63181818181818, 121.2726863226863 14.63181818181818, 121.2726863226863 14.63632268632269, 121.2681818181818 14.63632268632269, 121.2681818181818 14.63181818181818))",810
"POLYGON ((121.2681818181818 14.63636363636364, 121.2726863226863 14.63636363636364, 121.2726863226863 14.64086814086814, 121.2681818181818 14.64086814086814, 121.2681818181818 14.63636363636364))",811
"POLYGON ((121.2681818181818 14.64090909090909, 121.2726863226863 14.64090909090909, 121.2726863226863 14.6454135954136, 121.2681818181818 14.6454135954136, 121.2681818181818 14.64090909090909))",812
"POLYGON ((121.2681818181818 14.64545454545455, 121.2726863226863 14.64545454545455, 121.2726863226863 14.64995904995905, 121.2681818181818 14.64995904995905, 121.2681818181818 14.64545454545455))",813
"POLYGON ((121.2681818181818 14.65, 121.2726863226863 14.65, 121.2726863226863 14.65450450450451, 121.2681818181818 14.65450450450451, 121.2681818181818 14.65))",814
"POLYGON ((121.2681818181818 14.65454545454545, 121.2726863226863 14.65454545454545, 121.2726863226863 14.65904995904996, 121.2681818181818 14.65904995904996, 121.2681818181818 14.65454545454545))",815
"POLYGON ((121.2681818181818 14.65909090909091, 121.2726863226863 14.65909090909091, 121.2726863226863 14.66359541359541, 121.2681818181818 14.66359541359541, 121.2681818181818 14.65909090909091))",816
"POLYGON ((121.2681818181818 14.66363636363636, 121.2726863226863 14.66363636363636, 121.2726863226863 14.66814086814087, 121.2681818181818 14.66814086814087, 121.2681818181818 14.66363636363636))",817
"POLYGON ((121.2681818181818 14.66818181818182, 121.2726863226863 14.66818181818182, 121.2726863226863 14.67268632268632, 121.2681818181818 14.67268632268632, 121.2681818181818 14.66818181818182))",818
"POLYGON ((121.2681818181818 14.67272727272727, 121.2726863226863 14.67272727272727, 121.2726863226863 14.67723177723178, 121.2681818181818 14.67723177723178, 121.2681818181818 14.67272727272727))",819
"POLYGON ((121.2681818181818 14.67727272727273, 121.2726863226863 14.67727272727273, 121.2726863226863 14.68177723177723, 121.2681818181818 14.68177723177723, 121.2681818181818 14.67727272727273))",820
"POLYGON ((121.2681818181818 14.68181818181818, 121.2726863226863 14.68181818181818, 121.2726863226863 14.68632268632269, 121.2681818181818 14.68632268632269, 121.2681818181818 14.68181818181818))",821
"POLYGON ((121.2681818181818 14.68636363636364, 121.2726863226863 14.68636363636364, 121.2726863226863 14.69086814086814, 121.2681818181818 14.69086814086814, 121.2681818181818 14.68636363636364))",822
"POLYGON ((121.2681818181818 14.69090909090909, 121.2726863226863 14.69090909090909, 121.2726863226863 14.6954135954136, 121.2681818181818 14.6954135954136, 121.2681818181818 14.69090909090909))",823
"POLYGON ((121.2681818181818 14.69545454545455, 121.2726863226863 14.69545454545455, 121.2726863226863 14.69995904995905, 121.2681818181818 14.69995904995905, 121.2681818181818 14.69545454545455))",824
"POLYGON ((121.2681818181818 14.7, 121.2726863226863 14.7, 121.2726863226863 14.70450450450451, 121.2681818181818 14.70450450450451, 121.2681818181818 14.7))",825
"POLYGON ((121.2681818181818 14.70454545454546, 121.2726863226863 14.70454545454546, 121.2726863226863 14.70904995904996, 121.2681818181818 14.70904995904996, 121.2681818181818 14.70454545454546))",826
"POLYGON ((121.2681818181818 14.70909090909091, 121.2726863226863 14.70909090909091, 121.2726863226863 14.71359541359541, 121.2681818181818 14.71359541359541, 121.2681818181818 14.70909090909091))",827
"POLYGON ((121.2681818181818 14.71363636363636, 121.2726863226863 14.71363636363636, 121.2726863226863 14.71814086814087, 121.2681818181818 14.71814086814087, 121.2681818181818 14.71363636363636))",828
"POLYGON ((121.2681818181818 14.71818181818182, 121.2726863226863 14.71818181818182, 121.2726863226863 14.72268632268632, 121.2681818181818 14.72268632268632, 121.2681818181818 14.71818181818182))",829
