Polygon,Grid_ID
"POLYGON ((121.2045454545455 14.63181818181818, 121.20904995905 14.63181818181818, 121.20904995905 14.63632268632269, 121.2045454545455 14.63632268632269, 121.2045454545455 14.63181818181818))",352
"POLYGON ((121.2045454545455 14.63636363636364, 121.20904995905 14.63636363636364, 121.20904995905 14.64086814086814, 121.2045454545455 14.64086814086814, 121.2045454545455 14.63636363636364))",353
"POLYGON ((121.2045454545455 14.64090909090909, 121.20904995905 14.64090909090909, 121.20904995905 14.6454135954136, 121.2045454545455 14.6454135954136, 121.2045454545455 14.64090909090909))",354
"POLYGON ((121.2045454545455 14.64545454545455, 121.20904995905 14.64545454545455, 121.20904995905 14.64995904995905, 121.2045454545455 14.64995904995905, 121.2045454545455 14.64545454545455))",355
"POLYGON ((121.2045454545455 14.65, 121.20904995905 14.65, 121.20904995905 14.65450450450451, 121.2045454545455 14.65450450450451, 121.2045454545455 14.65))",356
"POLYGON ((121.2045454545455 14.65454545454545, 121.20904995905 14.65454545454545, 121.20904995905 14.65904995904996, 121.2045454545455 14.65904995904996, 121.2045454545455 14.65454545454545))",357
"POLYGON ((121.2045454545455 14.65909090909091, 121.20904995905 14.65909090909091, 121.20904995905 14.66359541359541, 121.2045454545455 14.66359541359541, 121.2045454545455 14.65909090909091))",358
"POLYGON ((121.2045454545455 14.66363636363636, 121.20904995905 14.66363636363636, 121.20904995905 14.66814086814087, 121.2045454545455 14.66814086814087, 121.2045454545455 14.66363636363636))",359
"POLYGON ((121.2045454545455 14.66818181818182, 121.20904995905 14.66818181818182, 121.20904995905 14.67268632268632, 121.2045454545455 14.67268632268632, 121.2045454545455 14.66818181818182))",360
"POLYGON ((121.2045454545455 14.67272727272727, 121.20904995905 14.67272727272727, 121.20904995905 14.67723177723178, 121.2045454545455 14.67723177723178, 121.2045454545455 14.67272727272727))",361
"POLYGON ((121.2045454545455 14.67727272727273, 121.20904995905 14.67727272727273, 121.20904995905 14.68177723177723, 121.2045454545455 14.68177723177723, 121.2045454545455 14.67727272727273))",362
"POLYGON ((121.2045454545455 14.68181818181818, 121.20904995905 14.68181818181818, 121.20904995905 14.68632268632269, 121.2045454545455 14.68632268632269, 121.2045454545455 14.68181818181818))",363
"POLYGON ((121.2045454545455 14.68636363636364, 121.20904995905 14.68636363636364, 121.20904995905 14.69086814086814, 121.2045454545455 14.69086814086814, 121.2045454545455 14.68636363636364))",364
"POLYGON ((121.2045454545455 14.69090909090909, 121.20904995905 14.69090909090909, 121.20904995905 14.6954135954136, 121.2045454545455 14.6954135954136, 121.2045454545455 14.69090909090909))",365
"POLYGON ((121.2045454545455 14.69545454545455, 121.20904995905 14.69545454545455, 121.20904995905 14.69995904995905, 121.2045454545455 14.69995904995905, 121.2045454545455 14.69545454545455))",366
"POLYGON ((121.2045454545455 14.7, 121.20904995905 14.7, 121.20904995905 14.70450450450451, 121.2045454545455 14.70450450450451, 121.2045454545455 14.7))",367
"POLYGON ((121.2045454545455 14.70454545454546, 121.20904995905 14.70454545454546, 121.20904995905 14.70904995904996, 121.2045454545455 14.70904995904996, 121.2045454545455 14.70454545454546))",368
"POLYGON ((121.2045454545455 14.70909090909091, 121.20904995905 14.70909090909091, 121.20904995905 14.71359541359541, 121.2045454545455 14.71359541359541, 121.2045454545455 14.70909090909091))",369
"POLYGON ((121.2045454545455 14.71363636363636, 121.20904995905 14.71363636363636, 121.20904995905 14.71814086814087, 121.2045454545455 14.71814086814087, 121.2045454545455 14.71363636363636))",370
"POLYGON ((121.2045454545455 14.71818181818182, 121.20904995905 14.71818181818182, 121.20904995905 14.72268632268632, 121.2045454545455 14.72268632268632, 121.2045454545455 14.71818181818182))",371
"POLYGON ((121.2045454545455 14.72272727272727, 121.20904995905 14.72272727272727, 121.20904995905 14.72723177723178, 121.2045454545455 14.72723177723178, 121.2045454545455 14.72272727272727))",372
"POLYGON ((121.2090909090909 14.57727272727273, 121.2135954135954 14.57727272727273, 121.2135954135954 14.58177723177723, 121.2090909090909 14.58177723177723, 121.2090909090909 14.57727272727273))",373
"POLYGON ((121.2090909090909 14.58181818181818, 121.2135954135954 14.58181818181818, 121.2135954135954 14.58632268632269, 121.2090909090909 14.58632268632269, 121.2090909090909 14.58181818181818))",374
"POLYGON ((121.2090909090909 14.58636363636364, 121.2135954135954 14.58636363636364, 121.2135954135954 14.59086814086814, 121.2090909090909 14.59086814086814, 121.2090909090909 14.58636363636364))",375
"POLYGON ((121.2090909090909 14.59090909090909, 121.2135954135954 14.59090909090909, 121.2135954135954 14.5954135954136, 121.2090909090909 14.5954135954136, 121.2090909090909 14.59090909090909))",376
"POLYGON ((121.2090909090909 14.59545454545455, 121.2135954135954 14.59545454545455, 121.2135954135954 14.59995904995905, 121.2090909090909 14.59995904995905, 121.2090909090909 14.59545454545455))",377
"POLYGON ((121.2090909090909 14.6, 121.2135954135954 14.6, 121.2135954135954 14.6045045045045, 121.2090909090909 14.6045045045045, 121.2090909090909 14.6))",378
"POLYGON ((121.2090909090909 14.60454545454546, 121.2135954135954 14.60454545454546, 121.2135954135954 14.60904995904996, 121.2090909090909 14.60904995904996, 121.2090909090909 14.60454545454546))",379
"POLYGON ((121.2090909090909 14.60909090909091, 121.2135954135954 14.60909090909091, 121.2135954135954 14.61359541359541, 121.2090909090909 14.61359541359541, 121.2090909090909 14.60909090909091))",380
"POLYGON ((121.2090909090909 14.61363636363636, 121.2135954135954 14.61363636363636, 121.2135954135954 14.61814086814087, 121.2090909090909 14.61814086814087, 121.2090909090909 14.61363636363636))",381
"POLYGON ((121.2090909090909 14.61818181818182, 121.2135954135954 14.61818181818182, 121.2135954135954 14.62268632268632, 121.2090909090909 14.62268632268632, 121.2090909090909 14.61818181818182))",382
"POLYGON ((121.2090909090909 14.62272727272727, 121.2135954135954 14.62272727272727, 121.2135954135954 14.62723177723178, 121.2090909090909 14.62723177723178, 121.2090909090909 14.62272727272727))",383
"POLYGON ((121.2090909090909 14.62727272727273, 121.2135954135954 14.62727272727273, 121.2135954135954 14.63177723177723, 121.2090909090909 14.63177723177723, 121.2090909090909 14.62727272727273))",384
"POLYGON ((121.2090909090909 14.63181818181818, 121.2135954135954 14.63181818181818, 121.2135954135954 14.63632268632269, 121.2090909090909 14.63632268632269, 121.2090909090909 14.63181818181818))",385
"POLYGON ((121.2090909090909 14.63636363636364, 121.2135954135954 14.63636363636364, 121.2135954135954 14.64086814086814, 121.2090909090909 14.64086814086814, 121.2090909090909 14.63636363636364))",386
"POLYGON ((121.2090909090909 14.64090909090909, 121.2135954135954 14.64090909090909, 121.2135954135954 14.6454135954136, 121.2090909090909 14.6454135954136, 121.2090909090909 14.64090909090909))",387
"POLYGON ((121.2090909090909 14.64545454545455, 121.2135954135954 14.64545454545455, 121.2135954135954 14.64995904995905, 121.2090909090909 14.64995904995905, 121.2090909090909 14.64545454545455))",388
"POLYGON ((121.2090909090909 14.65, 121.2135954135954 14.65, 121.2135954135954 14.65450450450451, 121.2090909090909 14.65450450450451, 121.2090909090909 14.65))",389
"POLYGON ((121.2090909090909 14.65454545454545, 121.2135954135954 14.65454545454545, 121.2135954135954 14.65904995904996, 121.2090909090909 14.65904995904996, 121.2090909090909 14.65454545454545))",390
"POLYGON ((121.2090909090909 14.65909090909091, 121.2135954135954 14.65909090909091, 121.2135954135954 14.66359541359541, 121.2090909090909 14.66359541359541, 121.2090909090909 14.65909090909091))",391
"POLYGON ((121.2090909090909 14.66363636363636, 121.2135954135954 14.66363636363636, 121.2135954135954 14.66814086814087, 121.2090909090909 14.66814086814087, 121.2090909090909 14.66363636363636))",392
"POLYGON ((121.2090909090909 14.66818181818182, 121.2135954135954 14.66818181818182, 121.2135954135954 14.67268632268632, 121.2090909090909 14.67268632268632, 121.2090909090909 14.66818181818182))",393
"POLYGON ((121.2090909090909 14.67272727272727, 121.2135954135954 14.67272727272727, 121.2135954135954 14.67723177723178, 121.2090909090909 14.67723177723178, 121.2090909090909 14.67272727272727))",394
"POLYGON ((121.2090909090909 14.67727272727273, 121.2135954135954 14.67727272727273, 121.2135954135954 14.68177723177723, 121.2090909090909 14.68177723177723, 121.2090909090909 14.67727272727273))",395
"POLYGON ((121.2090909090909 14.68181818181818, 121.2135954135954 14.68181818181818, 121.2135954135954 14.68632268632269, 121.2090909090909 14.68632268632269, 121.2090909090909 14.68181818181818))",396
"POLYGON ((121.2090909090909 14.68636363636364, 121.2135954135954 14.68636363636364, 121.2135954135954 14.69086814086814, 121.2090909090909 14.69086814086814, 121.2090909090909 14.68636363636364))",397
"POLYGON ((121.2090909090909 14.69090909090909, 121.2135954135954 14.69090909090909, 121.2135954135954 14.6954135954136, 121.2090909090909 14.6954135954136, 121.2090909090909 14.69090909090909))",398
"POLYGON ((121.2090909090909 14.69545454545455, 121.2135954135954 14.69545454545455, 121.2135954135954 14.69995904995905, 121.2090909090909 14.69995904995905, 121.2090909090909 14.69545454545455))",399
"POLYGON ((121.2090909090909 14.7, 121.2135954135954 14.7, 121.2135954135954 14.70450450450451, 121.2090909090909 14.70450450450451, 121.2090909090909 14.7))",400
"POLYGON ((121.2090909090909 14.70454545454546, 121.2135954135954 14.70454545454546, 121.2135954135954 14.70904995904996, 121.2090909090909 14.70904995904996, 121.2090909090909 14.70454545454546))",401
"POLYGON ((121.2090909090909 14.70909090909091, 121.2135954135954 14.70909090909091, 121.2135954135954 14.71359541359541, 121.2090909090909 14.71359541359541, 121.2090909090909 14.70909090909091))",402
"POLYGON ((121.2090909090909 14.71363636363636, 121.2135954135954 14.71363636363636, 121.2135954135954 14.71814086814087, 121.2090909090909 14.71814086814087, 121.2090909090909 14.71363636363636))",403
"POLYGON ((121.2090909090909 14.71818181818182, 121.2135954135954 14.71818181818182, 121.2135954135954 14.72268632268632, 121.2090909090909 14.72268632268632, 121.2090909090909 14.71818181818182))",404
"POLYGON ((121.2090909090909 14.72272727272727, 121.2135954135954 14.72272727272727, 121.2135954135954 14.72723177723178, 121.2090909090909 14.72723177723178, 121.2090909090909 14.72272727272727))",405
"POLYGON ((121.2090909090909 14.72727272727273, 121.2135954135954 14.72727272727273, 121.2135954135954 14.73177723177723, 121.2090909090909 14.73177723177723, 121.2090909090909 14.72727272727273))",406
"POLYGON ((121.2090909090909 14.73181818181818, 121.2135954135954 14.73181818181818, 121.2135954135954 14.73632268632269, 121.2090909090909 14.73632268632269, 121.2090909090909 14.73181818181818))",407
"POLYGON ((121.2136363636364 14.58181818181818, 121.2181408681409 14.58181818181818, 121.2181408681409 14.58632268632269, 121.2136363636364 14.58632268632269, 121.2136363636364 14.58181818181818))",408
"POLYGON ((121.2136363636364 14.58636363636364, 121.2181408681409 14.58636363636364, 121.2181408681409 14.59086814086814, 121.2136363636364 14.59086814086814, 121.2136363636364 14.58636363636364))",409
"POLYGON ((121.2136363636364 14.59090909090909, 121.2181408681409 14.59090909090909, 121.2181408681409 14.5954135954136, 121.2136363636364 14.5954135954136, 121.2136363636364 14.59090909090909))",410
"POLYGON ((121.2136363636364 14.59545454545455, 121.2181408681409 14.59545454545455, 121.2181408681409 14.59995904995905, 121.2136363636364 14.59995904995905, 121.2136363636364 14.59545454545455))",411
"POLYGON ((121.2136363636364 14.6, 121.2181408681409 14.6, 121.2181408681409 14.6045045045045, 121.2136363636364 14.6045045045045, 121.2136363636364 14.6))",412
"POLYGON ((121.2136363636364 14.60454545454546, 121.2181408681409 14.60454545454546, 121.2181408681409 14.60904995904996, 121.2136363636364 14.60904995904996, 121.2136363636364 14.60454545454546))",413
"POLYGON ((121.2136363636364 14.60909090909091, 121.2181408681409 14.60909090909091, 121.2181408681409 14.61359541359541, 121.2136363636364 14.61359541359541, 121.2136363636364 14.60909090909091))",414
"POLYGON ((121.2136363636364 14.61363636363636, 121.2181408681409 14.61363636363636, 121.2181408681409 14.61814086814087, 121.2136363636364 14.61814086814087, 121.2136363636364 14.61363636363636))",415
"POLYGON ((121.2136363636364 14.61818181818182, 121.2181408681409 14.61818181818182, 121.2181408681409 14.62268632268632, 121.2136363636364 14.62268632268632, 121.2136363636364 14.61818181818182))",416
"POLYGON ((121.2136363636364 14.62272727272727, 121.2181408681409 14.62272727272727, 121.2181408681409 14.62723177723178, 121.2136363636364 14.62723177723178, 121.2136363636364 14.62272727272727))",417
"POLYGON ((121.2136363636364 14.62727272727273, 121.2181408681409 14.62727272727273, 121.2181408681409 14.63177723177723, 121.2136363636364 14.63177723177723, 121.2136363636364 14.62727272727273))",418
"POLYGON ((121.2136363636364 14.63181818181818, 121.2181408681409 14.63181818181818, 121.2181408681409 14.63632268632269, 121.2136363636364 14.63632268632269, 121.2136363636364 14.63181818181818))",419
"POLYGON ((121.2136363636364 14.63636363636364, 121.2181408681409 14.63636363636364, 121.2181408681409 14.64086814086814, 121.2136363636364 14.64086814086814, 121.2136363636364 14.63636363636364))",420
"POLYGON ((121.2136363636364 14.64090909090909, 121.2181408681409 14.64090909090909, 121.2181408681409 14.6454135954136, 121.2136363636364 14.6454135954136, 121.2136363636364 14.64090909090909))",421
"POLYGON ((121.2136363636364 14.64545454545455, 121.2181408681409 14.64545454545455, 121.2181408681409 14.64995904995905, 121.2136363636364 14.64995904995905, 121.2136363636364 14.64545454545455))",422
"POLYGON ((121.2136363636364 14.65, 121.2181408681409 14.65, 121.2181408681409 14.65450450450451, 121.2136363636364 14.65450450450451, 121.2136363636364 14.65))",423
"POLYGON ((121.2136363636364 14.65454545454545, 121.2181408681409 14.65454545454545, 121.2181408681409 14.65904995904996, 121.2136363636364 14.65904995904996, 121.2136363636364 14.65454545454545))",424
"POLYGON ((121.2136363636364 14.65909090909091, 121.2181408681409 14.65909090909091, 121.2181408681409 14.66359541359541, 121.2136363636364 14.66359541359541, 121.2136363636364 14.65909090909091))",425
"POLYGON ((121.2136363636364 14.66363636363636, 121.2181408681409 14.66363636363636, 121.2181408681409 14.66814086814087, 121.2136363636364 14.66814086814087, 121.2136363636364 14.66363636363636))",426
"POLYGON ((121.2136363636364 14.66818181818182, 121.2181408681409 14.66818181818182, 121.2181408681409 14.67268632268632, 121.2136363636364 14.67268632268632, 121.2136363636364 14.66818181818182))",427
"POLYGON ((121.2136363636364 14.67272727272727, 121.2181408681409 14.67272727272727, 121.2181408681409 14.67723177723178, 121.2136363636364 14.67723177723178, 121.2136363636364 14.67272727272727))",428
"POLYGON ((121.2136363636364 14.67727272727273, 121.2181408681409 14.67727272727273, 121.2181408681409 14.68177723177723, 121.2136363636364 14.68177723177723, 121.2136363636364 14.67727272727273))",429
"POLYGON ((121.2136363636364 14.68181818181818, 121.2181408681409 14.68181818181818, 121.2181408681409 14.68632268632269, 121.2136363636364 14.68632268632269, 121.2136363636364 14.68181818181818))",430
"POLYGON ((121.2136363636364 14.68636363636364, 121.2181408681409 14.68636363636364, 121.2181408681409 14.69086814086814, 121.2136363636364 14.69086814086814, 121.2136363636364 14.68636363636364))",431
"POLYGON ((121.2136363636364 14.69090909090909, 121.2181408681409 14.69090909090909, 121.2181408681409 14.6954135954136, 121.2136363636364 14.6954135954136, 121.2136363636364 14.69090909090909))",432
"POLYGON ((121.2136363636364 14.69545454545455, 121.2181408681409 14.69545454545455, 121.2181408681409 14.69995904995905, 121.2136363636364 14.69995904995905, 121.2136363636364 14.69545454545455))",433
"POLYGON ((121.2136363636364 14.7, 121.2181408681409 14.7, 121.2181408681409 14.70450450450451, 121.2136363636364 14.70450450450451, 121.2136363636364 14.7))",434
"POLYGON ((121.2136363636364 14.70454545454546, 121.2181408681409 14.70454545454546, 121.2181408681409 14.70904995904996, 121.2136363636364 14.70904995904996, 121.2136363636364 14.70454545454546))",435
"POLYGON ((121.2136363636364 14.70909090909091, 121.2181408681409 14.70909090909091, 121.2181408681409 14.71359541359541, 121.2136363636364 14.71359541359541, 121.2136363636364 14.70909090909091))",436
"POLYGON ((121.2136363636364 14.71363636363636, 121.2181408681409 14.71363636363636, 121.2181408681409 14.71814086814087, 121.2136363636364 14.71814086814087, 121.2136363636364 14.71363636363636))",437
"POLYGON ((121.2136363636364 14.71818181818182, 121.2181408681409 14.71818181818182, 121.2181408681409 14.72268632268632, 121.2136363636364 14.72268632268632, 121.2136363636364 14.71818181818182))",438
"POLYGON ((121.2136363636364 14.72272727272727, 121.2181408681409 14.72272727272727, 121.2181408681409 14.72723177723178, 121.2136363636364 14.72723177723178, 121.2136363636364 14.72272727272727))",439
"POLYGON ((121.2136363636364 14.72727272727273, 121.2181408681409 14.72727272727273, 121.2181408681409 14.73177723177723, 121.2136363636364 14.73177723177723, 121.2136363636364 14.72727272727273))",440
"POLYGON ((121.2136363636364 14.73181818181818, 121.2181408681409 14.73181818181818, 121.2181408681409 14.73632268632269, 121.2136363636364 14.73632268632269, 121.2136363636364 14.73181818181818))",441
"POLYGON ((121.2181818181818 14.58181818181818, 121.2226863226863 14.58181818181818, 121.2226863226863 14.58632268632269, 121.2181818181818 14.58632268632269, 121.2181818181818 14.58181818181818))",442
"POLYGON ((121.2181818181818 14.58636363636364, 121.2226863226863 14.58636363636364, 121.2226863226863 14.59086814086814, 121.2181818181818 14.59086814086814, 121.2181818181818 14.58636363636364))",443
"POLYGON ((121.2181818181818 14.59090909090909, 121.2226863226863 14.59090909090909, 121.2226863226863 14.5954135954136, 121.2181818181818 14.5954135954136, 121.2181818181818 14.59090909090909))",444
"POLYGON ((121.2181818181818 14.59545454545455, 121.2226863226863 14.59545454545455, 121.2226863226863 14.59995904995905, 121.2181818181818 14.59995904995905, 121.2181818181818 14.59545454545455))",445
"POLYGON ((121.2181818181818 14.6, 121.2226863226863 14.6, 121.2226863226863 14.6045045045045, 121.2181818181818 14.6045045045045, 121.2181818181818 14.6))",446
"POLYGON ((121.2181818181818 14.60454545454546, 121.2226863226863 14.60454545454546, 121.2226863226863 14.60904995904996, 121.2181818181818 14.60904995904996, 121.2181818181818 14.60454545454546))",447
"POLYGON ((121.2181818181818 14.60909090909091, 121.2226863226863 14.60909090909091, 121.2226863226863 14.61359541359541, 121.2181818181818 14.61359541359541, 121.2181818181818 14.60909090909091))",448
"POLYGON ((121.2181818181818 14.61363636363636, 121.2226863226863 14.61363636363636, 121.2226863226863 14.61814086814087, 121.2181818181818 14.61814086814087, 121.2181818181818 14.61363636363636))",449
"POLYGON ((121.2181818181818 14.61818181818182, 121.2226863226863 14.61818181818182, 121.2226863226863 14.62268632268632, 121.2181818181818 14.62268632268632, 121.2181818181818 14.61818181818182))",450
"POLYGON ((121.2181818181818 14.62272727272727, 121.2226863226863 14.62272727272727, 121.2226863226863 14.62723177723178, 121.2181818181818 14.62723177723178, 121.2181818181818 14.62272727272727))",451
"POLYGON ((121.2181818181818 14.62727272727273, 121.2226863226863 14.62727272727273, 121.2226863226863 14.63177723177723, 121.2181818181818 14.63177723177723, 121.2181818181818 14.62727272727273))",452
"POLYGON ((121.2181818181818 14.63181818181818, 121.2226863226863 14.63181818181818, 121.2226863226863 14.63632268632269, 121.2181818181818 14.63632268632269, 121.2181818181818 14.63181818181818))",453
"POLYGON ((121.2181818181818 14.63636363636364, 121.2226863226863 14.63636363636364, 121.2226863226863 14.64086814086814, 121.2181818181818 14.64086814086814, 121.2181818181818 14.63636363636364))",454
"POLYGON ((121.2181818181818 14.64090909090909, 121.2226863226863 14.64090909090909, 121.2226863226863 14.6454135954136, 121.2181818181818 14.6454135954136, 121.2181818181818 14.64090909090909))",455
"POLYGON ((121.2181818181818 14.64545454545455, 121.2226863226863 14.64545454545455, 121.2226863226863 14.64995904995905, 121.2181818181818 14.64995904995905, 121.2181818181818 14.64545454545455))",456
"POLYGON ((121.2181818181818 14.65, 121.2226863226863 14.65, 121.2226863226863 14.65450450450451, 121.2181818181818 14.65450450450451, 121.2181818181818 14.65))",457
"POLYGON ((121.2181818181818 14.65454545454545, 121.2226863226863 14.65454545454545, 121.2226863226863 14.65904995904996, 121.2181818181818 14.65904995904996, 121.2181818181818 14.65454545454545))",458
"POLYGON ((121.2181818181818 14.65909090909091, 121.2226863226863 14.65909090909091, 121.2226863226863 14.66359541359541, 121.2181818181818 14.66359541359541, 121.2181818181818 14.65909090909091))",459
"POLYGON ((121.2181818181818 14.66363636363636, 121.2226863226863 14.66363636363636, 121.2226863226863 14.66814086814087, 121.2181818181818 14.66814086814087, 121.2181818181818 14.66363636363636))",460
"POLYGON ((121.2181818181818 14.66818181818182, 121.2226863226863 14.66818181818182, 121.2226863226863 14.67268632268632, 121.2181818181818 14.67268632268632, 121.2181818181818 14.66818181818182))",461
"POLYGON ((121.2181818181818 14.67272727272727, 121.2226863226863 14.67272727272727, 121.2226863226863 14.67723177723178, 121.2181818181818 14.67723177723178, 121.2181818181818 14.67272727272727))",462
"POLYGON ((121.2181818181818 14.67727272727273, 121.2226863226863 14.67727272727273, 121.2226863226863 14.68177723177723, 121.2181818181818 14.68177723177723, 121.2181818181818 14.67727272727273))",463
"POLYGON ((121.2181818181818 14.68181818181818, 121.2226863226863 14.68181818181818, 121.2226863226863 14.68632268632269, 121.2181818181818 14.68632268632269, 121.2181818181818 14.68181818181818))",464
"POLYGON ((121.2181818181818 14.68636363636364, 121.2226863226863 14.68636363636364, 121.2226863226863 14.69086814086814, 121.2181818181818 14.69086814086814, 121.2181818181818 14.68636363636364))",465
"POLYGON ((121.2181818181818 14.69090909090909, 121.2226863226863 14.69090909090909, 121.2226863226863 14.6954135954136, 121.2181818181818 14.6954135954136, 121.2181818181818 14.69090909090909))",466
"POLYGON ((121.2181818181818 14.69545454545455, 121.2226863226863 14.69545454545455, 121.2226863226863 14.69995904995905, 121.2181818181818 14.69995904995905, 121.2181818181818 14.69545454545455))",467
"POLYGON ((121.2181818181818 14.7, 121.2226863226863 14.7, 121.2226863226863 14.70450450450451, 121.2181818181818 14.70450450450451, 121.2181818181818 14.7))",468
"POLYGON ((121.2181818181818 14.70454545454546, 121.2226863226863 14.70454545454546, 121.2226863226863 14.70904995904996, 121.2181818181818 14.70904995904996, 121.2181818181818 14.70454545454546))",469
"POLYGON ((121.2181818181818 14.70909090909091, 121.2226863226863 14.70909090909091, 121.2226863226863 14.71359541359541, 121.2181818181818 14.71359541359541, 121.2181818181818 14.70909090909091))",470
"POLYGON ((121.2181818181818 14.71363636363636, 121.2226863226863 14.71363636363636, 121.2226863226863 14.71814086814087, 121.2181818181818 14.71814086814087, 121.2181818181818 14.71363636363636))",471
"POLYGON ((121.2181818181818 14.71818181818182, 121.2226863226863 14.71818181818182, 121.2226863226863 14.72268632268632, 121.2181818181818 14.72268632268632, 121.2181818181818 14.71818181818182))",472
"POLYGON ((121.2181818181818 14.72272727272727, 121.2226863226863 14.72272727272727, 121.2226863226863 14.72723177723178, 121.2181818181818 14.72723177723178, 121.2181818181818 14.72272727272727))",473
"POLYGON ((121.2181818181818 14.72727272727273, 121.2226863226863 14.72727272727273, 121.2226863226863 14.73177723177723, 121.2181818181818 14.73177723177723, 121.2181818181818 14.72727272727273))",474
"POLYGON ((121.2181818181818 14.73181818181818, 121.2226863226863 14.73181818181818, 121.2226863226863 14.73632268632269, 121.2181818181818 14.73632268632269, 121.2181818181818 14.73181818181818))",475
"POLYGON ((121.2227272727273 14.58181818181818, 121.2272317772318 14.58181818181818, 121.2272317772318 14.58632268632269, 121.2227272727273 14.58632268632269, 121.2227272727273 14.58181818181818))",476
"POLYGON ((121.2227272727273 14.58636363636364, 121.2272317772318 14.58636363636364, 121.2272317772318 14.59086814086814, 121.2227272727273 14.59086814086814, 121.2227272727273 14.58636363636364))",477
"POLYGON ((121.2227272727273 14.59090909090909, 121.2272317772318 14.59090909090909, 121.2272317772318 14.5954135954136, 121.2227272727273 14.5954135954136, 121.2227272727273 14.59090909090909))",478
"POLYGON ((121.2227272727273 14.59545454545455, 121.2272317772318 14.59545454545455, 121.2272317772318 14.59995904995905, 121.2227272727273 14.59995904995905, 121.2227272727273 14.59545454545455))",479
"POLYGON ((121.2227272727273 14.6, 121.2272317772318 14.6, 121.2272317772318 14.6045045045045, 121.2227272727273 14.6045045045045, 121.2227272727273 14.6))",480
"POLYGON ((121.2227272727273 14.60454545454546, 121.2272317772318 14.60454545454546, 121.2272317772318 14.60904995904996, 121.2227272727273 14.60904995904996, 121.2227272727273 14.60454545454546))",481
"POLYGON ((121.2227272727273 14.60909090909091, 121.2272317772318 14.60909090909091, 121.2272317772318 14.61359541359541, 121.2227272727273 14.61359541359541, 121.2227272727273 14.60909090909091))",482
"POLYGON ((121.2227272727273 14.61363636363636, 121.2272317772318 14.61363636363636, 121.2272317772318 14.61814086814087, 121.2227272727273 14.61814086814087, 121.2227272727273 14.61363636363636))",483
"POLYGON ((121.2227272727273 14.61818181818182, 121.2272317772318 14.61818181818182, 121.2272317772318 14.62268632268632, 121.2227272727273 14.62268632268632, 121.2227272727273 14.61818181818182))",484
"POLYGON ((121.2227272727273 14.62272727272727, 121.2272317772318 14.62272727272727, 121.2272317772318 14.62723177723178, 121.2227272727273 14.62723177723178, 121.2227272727273 14.62272727272727))",485
"POLYGON ((121.2227272727273 14.62727272727273, 121.2272317772318 14.62727272727273, 121.2272317772318 14.63177723177723, 121.2227272727273 14.63177723177723, 121.2227272727273 14.62727272727273))",486
"POLYGON ((121.2227272727273 14.63181818181818, 121.2272317772318 14.63181818181818, 121.2272317772318 14.63632268632269, 121.2227272727273 14.63632268632269, 121.2227272727273 14.63181818181818))",487
"POLYGON ((121.2227272727273 14.63636363636364, 121.2272317772318 14.63636363636364, 121.2272317772318 14.64086814086814, 121.2227272727273 14.64086814086814, 121.2227272727273 14.63636363636364))",488
"POLYGON ((121.2227272727273 14.64090909090909, 121.2272317772318 14.64090909090909, 121.2272317772318 14.6454135954136, 121.2227272727273 14.6454135954136, 121.2227272727273 14.64090909090909))",489
"POLYGON ((121.2227272727273 14.64545454545455, 121.2272317772318 14.64545454545455, 121.2272317772318 14.64995904995905, 121.2227272727273 14.64995904995905, 121.2227272727273 14.64545454545455))",490
"POLYGON ((121.2227272727273 14.65, 121.2272317772318 14.65, 121.2272317772318 14.65450450450451, 121.2227272727273 14.65450450450451, 121.2227272727273 14.65))",491
"POLYGON ((121.2227272727273 14.65454545454545, 121.2272317772318 14.65454545454545, 121.2272317772318 14.65904995904996, 121.2227272727273 14.65904995904996, 121.2227272727273 14.65454545454545))",492
"POLYGON ((121.2227272727273 14.65909090909091, 121.2272317772318 14.65909090909091, 121.2272317772318 14.66359541359541, 121.2227272727273 14.66359541359541, 121.2227272727273 14.65909090909091))",493
"POLYGON ((121.2227272727273 14.66363636363636, 121.2272317772318 14.66363636363636, 121.2272317772318 14.66814086814087, 121.2227272727273 14.66814086814087, 121.2227272727273 14.66363636363636))",494
"POLYGON ((121.2227272727273 14.66818181818182, 121.2272317772318 14.66818181818182, 121.2272317772318 14.67268632268632, 121.2227272727273 14.67268632268632, 121.2227272727273 14.66818181818182))",495
"POLYGON ((121.2227272727273 14.67272727272727, 121.2272317772318 14.67272727272727, 121.2272317772318 14.67723177723178, 121.2227272727273 14.67723177723178, 121.2227272727273 14.67272727272727))",496
"POLYGON ((121.2227272727273 14.67727272727273, 121.2272317772318 14.67727272727273, 121.2272317772318 14.68177723177723, 121.2227272727273 14.68177723177723, 121.2227272727273 14.67727272727273))",497
"POLYGON ((121.2227272727273 14.68181818181818, 121.2272317772318 14.68181818181818, 121.2272317772318 14.68632268632269, 121.2227272727273 14.68632268632269, 121.2227272727273 14.68181818181818))",498
"POLYGON ((121.2227272727273 14.68636363636364, 121.2272317772318 14.68636363636364, 121.2272317772318 14.69086814086814, 121.2227272727273 14.69086814086814, 121.2227272727273 14.68636363636364))",499
"POLYGON ((121.2227272727273 14.69090909090909, 121.2272317772318 14.69090909090909, 121.2272317772318 14.6954135954136, 121.2227272727273 14.6954135954136, 121.2227272727273 14.69090909090909))",500
