0,1,2,3,4
38.901666666666664,35.47833333333333,28.916666666666668,45.70333333333333,14.131666666666666
39.38666666666666,35.96333333333334,29.401666666666664,46.18833333333334,14.616666666666667
31.273333333333333,27.85,21.288333333333334,38.075,6.503333333333333
33.13,29.706666666666667,23.145,39.931666666666665,8.360000000000001
36.535,33.111666666666665,26.55,43.336666666666666,11.764999999999999
34.52166666666667,30.418333333333333,41.02333333333333,57.08166666666667,32.14666666666667
39.69833333333334,36.275,29.71333333333333,46.5,14.928333333333335
26.735,23.311666666666667,19.436666666666667,36.223333333333336,2.49
30.596666666666668,27.173333333333336,19.15,35.93666666666666,10.976666666666667
37.88,34.45666666666667,26.433333333333334,43.22,16.788333333333334
43.394999999999996,39.97166666666667,33.41,50.19666666666667,18.625
25.918333333333333,21.815,32.42,48.47833333333333,31.40666666666667
25.595000000000002,21.491666666666667,32.096666666666664,48.155,31.083333333333332
28.56,25.136666666666667,21.66166666666667,38.44833333333334,12.726666666666667
25.566666666666666,22.14333333333333,18.26833333333333,35.055,6.775
28.455,25.03166666666667,17.008333333333333,33.795,10.889999999999999
40.02833333333333,36.605000000000004,28.581666666666667,45.36833333333333,20.173333333333336
50.18,46.75666666666667,40.195,56.98166666666667,25.41
15.741666666666667,11.638333333333332,22.243333333333332,38.30166666666666,27.993333333333332
14.905,10.801666666666668,21.40666666666667,37.465,27.15666666666667
23.166666666666668,19.154999999999998,26.261666666666667,42.32,32.01166666666667
21.825,18.401666666666664,17.048333333333332,33.835,12.405
21.671666666666667,18.248333333333335,14.773333333333333,31.56,8.468333333333334
25.365000000000002,21.941666666666666,13.918333333333333,30.705,11.423333333333334
38.615,35.19166666666667,27.168333333333333,43.955000000000005,21.05
56.46333333333334,53.04,46.001666666666665,62.788333333333334,31.69333333333333
14.658333333333333,10.555,21.16,37.218333333333334,26.91
14.148333333333333,10.045,18.68166666666667,34.74,24.43166666666667
17.668333333333333,13.656666666666666,20.763333333333332,36.82166666666667,26.513333333333332
16.02,12.596666666666666,12.218333333333334,30.58833333333333,11.313333333333333
23.435,20.011666666666667,9.985000000000001,26.771666666666665,14.49
26.495,23.071666666666665,13.045,29.831666666666667,15.613333333333333
29.395,25.971666666666668,15.945,32.73166666666667,18.513333333333332
46.68333333333333,43.26,35.236666666666665,52.02333333333333,29.118333333333332
52.84666666666667,49.42333333333333,35.38,52.166666666666664,37.906666666666666
13.571666666666665,11.431666666666667,25.831666666666667,41.06166666666666,31.581666666666667
9.333333333333334,7.02,20.058333333333334,36.82333333333334,25.808333333333334
9.656666666666666,5.1899999999999995,14.866666666666667,30.925,20.616666666666667
13.675,10.655,14.03,32.4,19.779999999999998
15.566666666666666,12.143333333333334,11.764999999999999,30.134999999999998,15.965
18.509999999999998,15.086666666666668,4.8116666666666665,22.171666666666667,17.416666666666668
23.461666666666666,20.038333333333334,10.011666666666667,26.798333333333336,16.61
24.783333333333335,21.36,8.133333333333333,24.92,21.28666666666667
34.22666666666667,30.803333333333335,16.76,33.54666666666667,30.73
38.69833333333334,35.275,21.23166666666667,38.01833333333333,35.20166666666667
40.6,37.17666666666666,23.133333333333333,39.919999999999995,37.10333333333333
9.706666666666667,10.041666666666666,25.89333333333333,37.19666666666667,31.64333333333333
3.941666666666667,6.835,20.811666666666667,32.115,26.561666666666667
8.578333333333335,7.42,16.223333333333333,28.375,21.973333333333336
13.69,11.32,13.695,28.493333333333332,24.62
17.738333333333333,14.315,11.04,29.41,19.683333333333334
21.533333333333335,17.798333333333336,0.25166666666666665,19.46333333333333,20.403333333333332
25.045,21.621666666666666,7.578333333333333,23.766666666666666,21.548333333333336
26.540000000000003,23.116666666666667,9.073333333333332,25.86,23.043333333333333
28.858333333333334,25.435,11.391666666666667,28.178333333333335,25.361666666666668
35.62833333333333,32.205,18.16166666666667,34.94833333333334,32.13166666666667
49.83833333333334,46.415,32.37166666666666,49.15833333333333,46.34166666666667
48.47166666666667,45.04833333333333,31.005,30.458333333333332,44.975
8.735000000000001,12.601666666666667,28.453333333333333,39.75666666666667,34.20333333333333
6.678333333333333,13.598333333333333,27.575,38.87833333333333,33.325
3.5733333333333333,9.991666666666667,23.105,34.40833333333333,28.855
9.315,8.156666666666666,19.043333333333333,24.39333333333333,24.793333333333333
11.891666666666667,10.733333333333333,17.51833333333333,23.42,25.118333333333332
18.671666666666667,17.513333333333332,18.883333333333333,23.121666666666666,31.961666666666666
23.721666666666668,22.23166666666667,7.035,17.346666666666668,24.253333333333334
27.506666666666668,24.083333333333332,10.04,25.80666666666667,24.009999999999998
27.05666666666667,23.633333333333333,9.59,25.321666666666665,23.56
32.835,29.41166666666667,15.368333333333334,32.155,29.33833333333333
36.72166666666667,33.29833333333333,19.255,36.041666666666664,33.225
44.6,41.17666666666666,27.133333333333333,26.586666666666666,41.10333333333333
46.85166666666667,43.42833333333333,29.384999999999998,28.83833333333333,43.355000000000004
57.86,54.43666666666666,40.39333333333333,32.373333333333335,54.36333333333334
6.406666666666666,13.326666666666666,27.303333333333335,38.60666666666667,33.053333333333335
10.051666666666668,13.546666666666665,26.66,37.96333333333334,32.41
11.171666666666665,14.666666666666666,27.779999999999998,23.313333333333333,33.53
16.825,15.666666666666666,17.715,19.33,30.115000000000002
18.141666666666666,16.983333333333334,11.738333333333333,15.976666666666667,28.956666666666667
22.168333333333333,21.009999999999998,8.635,12.903333333333334,25.853333333333335
41.998333333333335,40.50833333333333,25.311666666666667,33.07,42.53
28.075,24.651666666666664,10.608333333333333,20.003333333333334,24.578333333333333
32.58833333333333,29.165000000000003,15.121666666666666,25.765,29.091666666666665
47.695,44.27166666666667,30.228333333333335,47.015,44.19833333333334
47.58833333333334,44.165,30.121666666666666,23.308333333333334,44.09166666666667
