index,geometry,road_distance
202,POINT (121.3173914942249 14.70535182952892),
203,POINT (121.3173914942249 14.71619892120373),
204,POINT (121.3173914942249 14.72704601287853),
205,POINT (121.3173914942249 14.73789310455334),
206,POINT (121.3278682314118 14.64026927948009),
207,POINT (121.3278682314118 14.6511163711549),
208,POINT (121.3278682314118 14.6619634628297),
209,POINT (121.3278682314118 14.67281055450451),
210,POINT (121.3278682314118 14.68365764617931),
211,POINT (121.3278682314118 14.69450473785412),
212,POINT (121.3278682314118 14.70535182952892),0.05224913750609901
213,POINT (121.3278682314118 14.71619892120373),0.06561849614897068
214,POINT (121.3278682314118 14.72704601287853),
215,POINT (121.3278682314118 14.73789310455334),
216,POINT (121.3383449685986 14.6511163711549),
217,POINT (121.3383449685986 14.6619634628297),
218,POINT (121.3383449685986 14.67281055450451),
219,POINT (121.3383449685986 14.68365764617931),
220,POINT (121.3383449685986 14.69450473785412),
221,POINT (121.3383449685986 14.70535182952892),
222,POINT (121.3383449685986 14.71619892120373),0.06888851347983771
223,POINT (121.3383449685986 14.72704601287853),
224,POINT (121.3383449685986 14.73789310455334),
225,POINT (121.3488217057854 14.6619634628297),
226,POINT (121.3488217057854 14.67281055450451),
227,POINT (121.3488217057854 14.68365764617931),
228,POINT (121.3488217057854 14.69450473785412),
229,POINT (121.3488217057854 14.70535182952892),
230,POINT (121.3488217057854 14.71619892120373),
231,POINT (121.3488217057854 14.72704601287853),
232,POINT (121.3488217057854 14.73789310455334),
233,POINT (121.3592984429722 14.67281055450451),
234,POINT (121.3592984429722 14.68365764617931),
235,POINT (121.3592984429722 14.69450473785412),
236,POINT (121.3592984429722 14.70535182952892),
237,POINT (121.3592984429722 14.71619892120373),
238,POINT (121.3592984429722 14.72704601287853),
239,POINT (121.3592984429722 14.73789310455334),
240,POINT (121.3697751801591 14.67281055450451),
241,POINT (121.3697751801591 14.68365764617931),
242,POINT (121.3697751801591 14.69450473785412),
243,POINT (121.3697751801591 14.70535182952892),
244,POINT (121.3697751801591 14.71619892120373),
245,POINT (121.3697751801591 14.72704601287853),
246,POINT (121.3697751801591 14.73789310455334),
247,POINT (121.3802519173459 14.68365764617931),
248,POINT (121.3802519173459 14.69450473785412),
249,POINT (121.3802519173459 14.70535182952892),
250,POINT (121.3802519173459 14.71619892120373),
251,POINT (121.3802519173459 14.72704601287853),
252,POINT (121.3907286545327 14.68365764617931),
253,POINT (121.3907286545327 14.69450473785412),
254,POINT (121.3907286545327 14.70535182952892),
255,POINT (121.3907286545327 14.71619892120373),
256,POINT (121.4012053917195 14.68365764617931),
257,POINT (121.4012053917195 14.69450473785412),
258,POINT (121.4012053917195 14.70535182952892),
