index,coords,road_distance,i30,i60,geometry
0,POINT (121.3120795269404 15.78388383514014),0.02623567744369445,"POLYGON ((121.32035 15.800155, 121.31908 15.800395, 121.317213 15.79875, 121.316435 15.798529, 121.316201 15.795884, 121.315282 15.795681, 121.315169 15.793884, 121.314232 15.793731, 121.314147 15.791884, 121.313203 15.79176, 121.313137 15.789884, 121.312182 15.789781, 121.31208 15.788839, 121.311034 15.788839, 121.310985 15.78979, 121.31003 15.789835, 121.309966 15.791771, 121.309017 15.791884, 121.308944 15.793748, 121.30608 15.793806, 121.305895 15.7947, 121.303998 15.794802, 121.30371 15.795514, 121.301778 15.796884, 121.301909 15.797713, 121.301498 15.798302, 121.300545 15.797884, 121.300306 15.795657, 121.298791 15.795595, 121.29808 15.796636, 121.297702 15.795884, 121.297814 15.794618, 121.29908 15.794189, 121.299491 15.793295, 121.301176 15.79298, 121.301365 15.792169, 121.302173 15.791977, 121.302383 15.791187, 121.303776 15.791187, 121.30408 15.792023, 121.307124 15.791928, 121.307195 15.789999, 121.308116 15.789921, 121.308183 15.788987, 121.309129 15.788933, 121.309174 15.787978, 121.310125 15.787929, 121.310106 15.786857, 121.309157 15.786806, 121.309149 15.782954, 121.310102 15.782907, 121.310147 15.781951, 121.311102 15.781906, 121.311149 15.780954, 121.312103 15.780908, 121.312155 15.779959, 121.314119 15.779923, 121.314168 15.777972, 121.31511 15.777914, 121.315116 15.776847, 121.309275 15.776688, 121.30908 15.775772, 121.305409 15.775555, 121.304403 15.774884, 121.305285 15.774089, 121.30608 15.772234, 121.306933 15.77403, 121.31087 15.774093, 121.31108 15.774968, 121.316118 15.774922, 121.315213 15.77475, 121.31525 15.770054, 121.316181 15.769884, 121.316356 15.767161, 121.317248 15.766884, 121.317424 15.764539, 121.317047 15.763851, 121.31808 15.763466, 121.318657 15.764306, 121.31892 15.767884, 121.31876 15.768564, 121.317962 15.768884, 121.317905 15.771709, 121.317003 15.771884, 121.317035 15.772928, 121.317951 15.773012, 121.317965 15.776769, 121.317029 15.776884, 121.31699 15.779794, 121.316038 15.779884, 121.316994 15.779969, 121.317 15.785805, 121.31508 15.785846, 121.315003 15.786807, 121.31408 15.786846, 121.313156 15.786807, 121.313104 15.78586, 121.312039 15.785884, 121.312988 15.785975, 121.313049 15.786915, 121.313984 15.786979, 121.31408 15.787936, 121.318932 15.788031, 121.31908 15.788968, 121.319296 15.7881, 121.32008 15.787992, 121.320864 15.7881, 121.32108 15.788984, 121.322171 15.788975, 121.322411 15.788216, 121.323206 15.78801, 121.324654 15.786458, 121.325906 15.786058, 121.326427 15.786536, 121.326374 15.787179, 121.324928 15.788732, 121.324707 15.789512, 121.323973 15.789777, 121.323807 15.790611, 121.322943 15.790884, 121.322983 15.794787, 121.322506 15.79531, 121.321723 15.79524, 121.32129 15.792884, 121.320351 15.792613, 121.320147 15.790817, 121.317243 15.790721, 121.317129 15.789835, 121.316021 15.789884, 121.31603 15.791933, 121.316923 15.79204, 121.317014 15.793949, 121.31787 15.794093, 121.317968 15.796996, 121.318702 15.797261, 121.318921 15.798042, 121.320363 15.7996, 121.32035 15.800155))","POLYGON ((121.326338 15.813625, 121.324309 15.813654, 121.324148 15.812816, 121.323267 15.812696, 121.323137 15.811826, 121.322238 15.811725, 121.322144 15.808884, 121.321199 15.808765, 121.321137 15.807826, 121.321192 15.805996, 121.32213 15.805884, 121.322118 15.801884, 121.320147 15.801817, 121.32008 15.800852, 121.318142 15.800821, 121.3181 15.799864, 121.317138 15.799825, 121.317099 15.798865, 121.316136 15.798828, 121.316106 15.795884, 121.31513 15.795834, 121.315104 15.793884, 121.314126 15.793837, 121.314102 15.791884, 121.313123 15.79184, 121.313101 15.789884, 121.31212 15.789843, 121.31208 15.788865, 121.31106 15.788865, 121.311041 15.789845, 121.31006 15.789864, 121.310038 15.791842, 121.309058 15.791884, 121.309035 15.793839, 121.30608 15.79386, 121.306031 15.794835, 121.304062 15.794866, 121.304023 15.795827, 121.303061 15.795865, 121.303022 15.796827, 121.30205 15.796884, 121.303014 15.796949, 121.30308 15.798919, 121.303157 15.797961, 121.305107 15.797911, 121.305167 15.796972, 121.309116 15.79692, 121.309205 15.795009, 121.310954 15.795009, 121.311039 15.795924, 121.311959 15.796004, 121.312036 15.797928, 121.31294 15.798023, 121.313029 15.798934, 121.313918 15.799045, 121.314007 15.801956, 121.314836 15.802127, 121.314986 15.802977, 121.315744 15.803219, 121.31593 15.805033, 121.316566 15.805397, 121.317392 15.806884, 121.31708 15.807354, 121.315688 15.807275, 121.314576 15.806388, 121.314186 15.804778, 121.313355 15.804608, 121.313162 15.803802, 121.312305 15.803658, 121.312165 15.800884, 121.311233 15.800731, 121.311127 15.799837, 121.310213 15.79975, 121.31012 15.798843, 121.30808 15.798836, 121.308049 15.799915, 121.308981 15.799982, 121.308981 15.801786, 121.308048 15.801852, 121.307982 15.802786, 121.307048 15.802852, 121.306983 15.803787, 121.306029 15.803833, 121.305973 15.804777, 121.305027 15.804884, 121.305957 15.805007, 121.306036 15.805927, 121.30694 15.806024, 121.30708 15.806963, 121.308904 15.807059, 121.308904 15.808708, 121.305226 15.808737, 121.305125 15.807838, 121.303203 15.807761, 121.303129 15.803884, 121.302167 15.803796, 121.302107 15.802856, 121.30108 15.802843, 121.300972 15.805776, 121.300023 15.805828, 121.299962 15.806766, 121.299017 15.806821, 121.298946 15.807751, 121.298031 15.807836, 121.297927 15.808731, 121.297023 15.808828, 121.296895 15.809699, 121.294973 15.809777, 121.294846 15.81065, 121.293988 15.810792, 121.293761 15.811565, 121.292398 15.811565, 121.292368 15.809173, 121.294186 15.808991, 121.294276 15.808081, 121.295141 15.807945, 121.295249 15.807053, 121.296132 15.806936, 121.296229 15.806033, 121.298142 15.805946, 121.298197 15.805002, 121.299136 15.80494, 121.299126 15.802884, 121.298166 15.802797, 121.298119 15.800844, 121.29708 15.800845, 121.296987 15.802791, 121.296029 15.802884, 121.295972 15.804777, 121.295042 15.804846, 121.294962 15.805767, 121.294018 15.805822, 121.29395 15.806754, 121.29301 15.806815, 121.292931 15.807736, 121.292025 15.80783, 121.291906 15.808711, 121.291016 15.80882, 121.290871 15.809676, 121.289998 15.809803, 121.289795 15.810599, 121.286921 15.810726, 121.28608 15.811769, 121.28508 15.811946, 121.283799 15.810884, 121.28408 15.810325, 121.28508 15.810239, 121.28608 15.809127, 121.288172 15.808976, 121.28833 15.808134, 121.289151 15.807956, 121.289274 15.807079, 121.290139 15.806943, 121.290248 15.806052, 121.292149 15.805953, 121.292209 15.805013, 121.293141 15.804945, 121.293195 15.802999, 121.294115 15.80292, 121.294175 15.800979, 121.295123 15.800884, 121.294161 15.800802, 121.294161 15.798966, 121.295106 15.79891, 121.295156 15.797961, 121.297114 15.797884, 121.29708 15.79685, 121.294154 15.796809, 121.29417 15.791974, 121.295111 15.791915, 121.295177 15.790981, 121.296113 15.790917, 121.296193 15.788998, 121.297966 15.788998, 121.297979 15.792783, 121.297047 15.792852, 121.296988 15.793792, 121.296038 15.793884, 121.296054 15.794909, 121.29708 15.794918, 121.297143 15.793947, 121.299099 15.793903, 121.299137 15.792941, 121.301098 15.792902, 121.301134 15.791938, 121.302097 15.791902, 121.302134 15.790938, 121.304025 15.790938, 121.30408 15.791911, 121.307094 15.791899, 121.307122 15.789926, 121.308093 15.789898, 121.30812 15.788924, 121.309099 15.788904, 121.309119 15.787923, 121.310099 15.787903, 121.310092 15.786872, 121.309115 15.786848, 121.309114 15.782918, 121.310091 15.782895, 121.310113 15.781917, 121.311091 15.781895, 121.311114 15.780918, 121.312091 15.780895, 121.312115 15.779919, 121.314098 15.779902, 121.314117 15.777922, 121.315092 15.777897, 121.315093 15.77687, 121.309129 15.776834, 121.30908 15.775858, 121.300155 15.775809, 121.300168 15.772972, 121.30212 15.772924, 121.302156 15.77096, 121.307014 15.77095, 121.30708 15.773912, 121.311029 15.773934, 121.31108 15.774908, 121.316094 15.774898, 121.315124 15.774839, 121.315127 15.769932, 121.316105 15.769884, 121.316133 15.766938, 121.317107 15.766884, 121.3171 15.764863, 121.315147 15.764816, 121.31508 15.763848, 121.315002 15.764807, 121.31208 15.764841, 121.311988 15.765793, 121.309175 15.765789, 121.309175 15.763979, 121.31011 15.763914, 121.310169 15.762974, 121.31308 15.762924, 121.313155 15.761959, 121.315103 15.761907, 121.31516 15.758964, 121.316122 15.758884, 121.316169 15.756973, 121.318128 15.756932, 121.318181 15.755985, 121.319116 15.75592, 121.319196 15.755001, 121.32012 15.754925, 121.320211 15.754016, 121.322945 15.754018, 121.322945 15.755749, 121.322037 15.755841, 121.321961 15.756765, 121.321041 15.756846, 121.320971 15.757775, 121.319031 15.757836, 121.318987 15.758792, 121.318037 15.758884, 121.317998 15.760802, 121.317042 15.760884, 121.317057 15.762906, 121.319016 15.762947, 121.319052 15.767884, 121.319024 15.768829, 121.318054 15.768884, 121.318031 15.771836, 121.317056 15.771884, 121.317065 15.772899, 121.318036 15.772928, 121.318037 15.776842, 121.317059 15.776884, 121.317041 15.779846, 121.316061 15.779884, 121.317042 15.779921, 121.317043 15.785848, 121.31508 15.785866, 121.315044 15.786848, 121.31408 15.786866, 121.313115 15.786848, 121.313091 15.785872, 121.312067 15.785896, 121.313041 15.785922, 121.313067 15.786897, 121.31404 15.786923, 121.31408 15.787904, 121.319034 15.78793, 121.31908 15.788908, 121.31913 15.787935, 121.321029 15.787935, 121.321063 15.7889, 121.32208 15.78891, 121.322135 15.787939, 121.323109 15.787884, 121.323138 15.786942, 121.324099 15.786904, 121.324141 15.785945, 121.3251 15.785905, 121.325148 15.783952, 121.327104 15.783908, 121.327163 15.780967, 121.328108 15.780912, 121.328168 15.779972, 121.32911 15.779915, 121.329176 15.77898, 121.331115 15.77892, 121.33119 15.777994, 121.332969 15.777994, 121.333042 15.778922, 121.333961 15.779003, 121.33408 15.779953, 121.334252 15.779056, 121.33518 15.778884, 121.33528 15.778084, 121.339191 15.777996, 121.339625 15.775884, 121.34008 15.77543, 121.34108 15.775366, 121.341761 15.776884, 121.341791 15.777884, 121.340731 15.779535, 121.33708 15.77978, 121.336902 15.780706, 121.336024 15.780828, 121.335925 15.781729, 121.332203 15.78176, 121.332119 15.780845, 121.33108 15.780833, 121.330986 15.78179, 121.33005 15.781854, 121.329995 15.782799, 121.329052 15.782856, 121.329008 15.785812, 121.327057 15.785861, 121.327017 15.787821, 121.326059 15.787863, 121.32602 15.788824, 121.32506 15.788864, 121.325023 15.789827, 121.324061 15.789865, 121.324026 15.79083, 121.323053 15.790884, 121.32305 15.793884, 121.324015 15.793949, 121.324057 15.794906, 121.325011 15.794952, 121.325009 15.797813, 121.32315 15.797813, 121.323102 15.796861, 121.322146 15.796818, 121.322101 15.795862, 121.321142 15.795822, 121.321108 15.792884, 121.320133 15.79283, 121.320096 15.790867, 121.317127 15.790837, 121.317095 15.789869, 121.316058 15.789884, 121.316064 15.791899, 121.317033 15.791931, 121.317063 15.7939, 121.318029 15.793934, 121.318061 15.796902, 121.319023 15.79694, 121.31906 15.797903, 121.32002 15.797944, 121.32008 15.798915, 121.322013 15.79895, 121.32208 15.799919, 121.324007 15.799957, 121.32408 15.800923, 121.325108 15.800912, 121.325171 15.799975, 121.329117 15.799921, 121.329201 15.799005, 121.331125 15.798929, 121.331227 15.798031, 121.334902 15.798061, 121.33508 15.798987, 121.335328 15.798133, 121.33608 15.798008, 121.336831 15.798133, 121.33708 15.799025, 121.339633 15.79933, 121.341275 15.801884, 121.34008 15.802355, 121.33808 15.800711, 121.331145 15.800818, 121.330967 15.801771, 121.32708 15.801838, 121.326994 15.802798, 121.324053 15.802857, 121.324007 15.809884, 121.324907 15.810056, 121.325018 15.810946, 121.32588 15.811084, 121.326004 15.811959, 121.326821 15.812142, 121.326821 15.813625, 121.326338 15.813625))","POLYGON ((121.326338 15.813625, 121.324309 15.813654, 121.324148 15.812816, 121.323267 15.812696, 121.323137 15.811826, 121.322238 15.811725, 121.322144 15.808884, 121.321199 15.808765, 121.321137 15.807826, 121.321192 15.805996, 121.32213 15.805884, 121.322118 15.801884, 121.320147 15.801817, 121.32008 15.800852, 121.318142 15.800821, 121.3181 15.799864, 121.317138 15.799825, 121.317099 15.798865, 121.316136 15.798828, 121.316106 15.795884, 121.31513 15.795834, 121.315104 15.793884, 121.314126 15.793837, 121.314102 15.791884, 121.313123 15.79184, 121.313101 15.789884, 121.31212 15.789843, 121.31208 15.788865, 121.31106 15.788865, 121.311041 15.789845, 121.31006 15.789864, 121.310038 15.791842, 121.309058 15.791884, 121.309035 15.793839, 121.30608 15.79386, 121.306031 15.794835, 121.304062 15.794866, 121.304023 15.795827, 121.303061 15.795865, 121.303022 15.796827, 121.30205 15.796884, 121.303014 15.796949, 121.30308 15.798919, 121.303157 15.797961, 121.305107 15.797911, 121.305167 15.796972, 121.309116 15.79692, 121.309205 15.795009, 121.310954 15.795009, 121.311039 15.795924, 121.311959 15.796004, 121.312036 15.797928, 121.31294 15.798023, 121.313029 15.798934, 121.313918 15.799045, 121.314007 15.801956, 121.314836 15.802127, 121.314986 15.802977, 121.315744 15.803219, 121.31593 15.805033, 121.316566 15.805397, 121.317392 15.806884, 121.31708 15.807354, 121.315688 15.807275, 121.314576 15.806388, 121.314186 15.804778, 121.313355 15.804608, 121.313162 15.803802, 121.312305 15.803658, 121.312165 15.800884, 121.311233 15.800731, 121.311127 15.799837, 121.310213 15.79975, 121.31012 15.798843, 121.30808 15.798836, 121.308049 15.799915, 121.308981 15.799982, 121.308981 15.801786, 121.308048 15.801852, 121.307982 15.802786, 121.307048 15.802852, 121.306983 15.803787, 121.306029 15.803833, 121.305973 15.804777, 121.305027 15.804884, 121.305957 15.805007, 121.306036 15.805927, 121.30694 15.806024, 121.30708 15.806963, 121.308904 15.807059, 121.308904 15.808708, 121.305226 15.808737, 121.305125 15.807838, 121.303203 15.807761, 121.303129 15.803884, 121.302167 15.803796, 121.302107 15.802856, 121.30108 15.802843, 121.300972 15.805776, 121.300023 15.805828, 121.299962 15.806766, 121.299017 15.806821, 121.298946 15.807751, 121.298031 15.807836, 121.297927 15.808731, 121.297023 15.808828, 121.296895 15.809699, 121.294973 15.809777, 121.294846 15.81065, 121.293988 15.810792, 121.293761 15.811565, 121.292398 15.811565, 121.292368 15.809173, 121.294186 15.808991, 121.294276 15.808081, 121.295141 15.807945, 121.295249 15.807053, 121.296132 15.806936, 121.296229 15.806033, 121.298142 15.805946, 121.298197 15.805002, 121.299136 15.80494, 121.299126 15.802884, 121.298166 15.802797, 121.298119 15.800844, 121.29708 15.800845, 121.296987 15.802791, 121.296029 15.802884, 121.295972 15.804777, 121.295042 15.804846, 121.294962 15.805767, 121.294018 15.805822, 121.29395 15.806754, 121.29301 15.806815, 121.292931 15.807736, 121.292025 15.80783, 121.291906 15.808711, 121.291016 15.80882, 121.290871 15.809676, 121.289998 15.809803, 121.289795 15.810599, 121.286921 15.810726, 121.28608 15.811769, 121.28508 15.811946, 121.283799 15.810884, 121.28408 15.810325, 121.28508 15.810239, 121.28608 15.809127, 121.288172 15.808976, 121.28833 15.808134, 121.289151 15.807956, 121.289274 15.807079, 121.290139 15.806943, 121.290248 15.806052, 121.292149 15.805953, 121.292209 15.805013, 121.293141 15.804945, 121.293195 15.802999, 121.294115 15.80292, 121.294175 15.800979, 121.295123 15.800884, 121.294161 15.800802, 121.294161 15.798966, 121.295106 15.79891, 121.295156 15.797961, 121.297114 15.797884, 121.29708 15.79685, 121.294154 15.796809, 121.29417 15.791974, 121.295111 15.791915, 121.295177 15.790981, 121.296113 15.790917, 121.296193 15.788998, 121.297966 15.788998, 121.297979 15.792783, 121.297047 15.792852, 121.296988 15.793792, 121.296038 15.793884, 121.296054 15.794909, 121.29708 15.794918, 121.297143 15.793947, 121.299099 15.793903, 121.299137 15.792941, 121.301098 15.792902, 121.301134 15.791938, 121.302097 15.791902, 121.302134 15.790938, 121.304025 15.790938, 121.30408 15.791911, 121.307094 15.791899, 121.307122 15.789926, 121.308093 15.789898, 121.30812 15.788924, 121.309099 15.788904, 121.309119 15.787923, 121.310099 15.787903, 121.310092 15.786872, 121.309115 15.786848, 121.309114 15.782918, 121.310091 15.782895, 121.310113 15.781917, 121.311091 15.781895, 121.311114 15.780918, 121.312091 15.780895, 121.312115 15.779919, 121.314098 15.779902, 121.314117 15.777922, 121.315092 15.777897, 121.315093 15.77687, 121.309129 15.776834, 121.30908 15.775858, 121.300155 15.775809, 121.300168 15.772972, 121.30212 15.772924, 121.302156 15.77096, 121.307014 15.77095, 121.30708 15.773912, 121.311029 15.773934, 121.31108 15.774908, 121.316094 15.774898, 121.315124 15.774839, 121.315127 15.769932, 121.316105 15.769884, 121.316133 15.766938, 121.317107 15.766884, 121.3171 15.764863, 121.315147 15.764816, 121.31508 15.763848, 121.315002 15.764807, 121.31208 15.764841, 121.311988 15.765793, 121.309175 15.765789, 121.309175 15.763979, 121.31011 15.763914, 121.310169 15.762974, 121.31308 15.762924, 121.313155 15.761959, 121.315103 15.761907, 121.31516 15.758964, 121.316122 15.758884, 121.316169 15.756973, 121.318128 15.756932, 121.318181 15.755985, 121.319116 15.75592, 121.319196 15.755001, 121.32012 15.754925, 121.320211 15.754016, 121.322945 15.754018, 121.322945 15.755749, 121.322037 15.755841, 121.321961 15.756765, 121.321041 15.756846, 121.320971 15.757775, 121.319031 15.757836, 121.318987 15.758792, 121.318037 15.758884, 121.317998 15.760802, 121.317042 15.760884, 121.317057 15.762906, 121.319016 15.762947, 121.319052 15.767884, 121.319024 15.768829, 121.318054 15.768884, 121.318031 15.771836, 121.317056 15.771884, 121.317065 15.772899, 121.318036 15.772928, 121.318037 15.776842, 121.317059 15.776884, 121.317041 15.779846, 121.316061 15.779884, 121.317042 15.779921, 121.317043 15.785848, 121.31508 15.785866, 121.315044 15.786848, 121.31408 15.786866, 121.313115 15.786848, 121.313091 15.785872, 121.312067 15.785896, 121.313041 15.785922, 121.313067 15.786897, 121.31404 15.786923, 121.31408 15.787904, 121.319034 15.78793, 121.31908 15.788908, 121.31913 15.787935, 121.321029 15.787935, 121.321063 15.7889, 121.32208 15.78891, 121.322135 15.787939, 121.323109 15.787884, 121.323138 15.786942, 121.324099 15.786904, 121.324141 15.785945, 121.3251 15.785905, 121.325148 15.783952, 121.327104 15.783908, 121.327163 15.780967, 121.328108 15.780912, 121.328168 15.779972, 121.32911 15.779915, 121.329176 15.77898, 121.331115 15.77892, 121.33119 15.777994, 121.332969 15.777994, 121.333042 15.778922, 121.333961 15.779003, 121.33408 15.779953, 121.334252 15.779056, 121.33518 15.778884, 121.33528 15.778084, 121.339191 15.777996, 121.339625 15.775884, 121.34008 15.77543, 121.34108 15.775366, 121.341761 15.776884, 121.341791 15.777884, 121.340731 15.779535, 121.33708 15.77978, 121.336902 15.780706, 121.336024 15.780828, 121.335925 15.781729, 121.332203 15.78176, 121.332119 15.780845, 121.33108 15.780833, 121.330986 15.78179, 121.33005 15.781854, 121.329995 15.782799, 121.329052 15.782856, 121.329008 15.785812, 121.327057 15.785861, 121.327017 15.787821, 121.326059 15.787863, 121.32602 15.788824, 121.32506 15.788864, 121.325023 15.789827, 121.324061 15.789865, 121.324026 15.79083, 121.323053 15.790884, 121.32305 15.793884, 121.324015 15.793949, 121.324057 15.794906, 121.325011 15.794952, 121.325009 15.797813, 121.32315 15.797813, 121.323102 15.796861, 121.322146 15.796818, 121.322101 15.795862, 121.321142 15.795822, 121.321108 15.792884, 121.320133 15.79283, 121.320096 15.790867, 121.317127 15.790837, 121.317095 15.789869, 121.316058 15.789884, 121.316064 15.791899, 121.317033 15.791931, 121.317063 15.7939, 121.318029 15.793934, 121.318061 15.796902, 121.319023 15.79694, 121.31906 15.797903, 121.32002 15.797944, 121.32008 15.798915, 121.322013 15.79895, 121.32208 15.799919, 121.324007 15.799957, 121.32408 15.800923, 121.325108 15.800912, 121.325171 15.799975, 121.329117 15.799921, 121.329201 15.799005, 121.331125 15.798929, 121.331227 15.798031, 121.334902 15.798061, 121.33508 15.798987, 121.335328 15.798133, 121.33608 15.798008, 121.336831 15.798133, 121.33708 15.799025, 121.339633 15.79933, 121.341275 15.801884, 121.34008 15.802355, 121.33808 15.800711, 121.331145 15.800818, 121.330967 15.801771, 121.32708 15.801838, 121.326994 15.802798, 121.324053 15.802857, 121.324007 15.809884, 121.324907 15.810056, 121.325018 15.810946, 121.32588 15.811084, 121.326004 15.811959, 121.326821 15.812142, 121.326821 15.813625, 121.326338 15.813625))"
1,POINT (121.3323171965932 15.683040995347),0.01379855565261415,"POLYGON ((121.334417 15.694141, 121.333249 15.694041, 121.333625 15.693349, 121.333533 15.688257, 121.334404 15.688041, 121.334386 15.686041, 121.333446 15.685912, 121.333367 15.684991, 121.333238 15.685962, 121.327317 15.686002, 121.32724 15.686964, 121.326292 15.687015, 121.326241 15.687965, 121.319392 15.687967, 121.319354 15.686041, 121.318391 15.685967, 121.318354 15.684041, 121.31739 15.683968, 121.317341 15.683017, 121.316317 15.683005, 121.316246 15.683969, 121.315317 15.684005, 121.314389 15.683969, 121.314341 15.683017, 121.313389 15.68297, 121.313389 15.681112, 121.314353 15.681041, 121.314341 15.677018, 121.314248 15.678972, 121.312317 15.679007, 121.312249 15.679972, 121.308385 15.679973, 121.30834 15.678018, 121.307385 15.677973, 121.30734 15.677018, 121.306385 15.676974, 121.30634 15.676019, 121.303383 15.675975, 121.303317 15.675008, 121.303252 15.676975, 121.301317 15.677008, 121.301252 15.677976, 121.298382 15.677976, 121.29835 15.675041, 121.297382 15.674976, 121.297382 15.673106, 121.300252 15.673106, 121.30035 15.675074, 121.301339 15.675063, 121.301383 15.673107, 121.305251 15.673107, 121.30535 15.674074, 121.30634 15.674063, 121.306384 15.673108, 121.30825 15.673108, 121.308284 15.675041, 121.30925 15.675109, 121.309295 15.676064, 121.310249 15.676109, 121.310317 15.678075, 121.310386 15.67711, 121.312352 15.677041, 121.311387 15.676972, 121.311387 15.67511, 121.316247 15.675111, 121.316293 15.681065, 121.316389 15.680113, 121.317341 15.680065, 121.31739 15.679113, 121.319245 15.679113, 121.319281 15.682041, 121.320244 15.682114, 121.320281 15.684041, 121.321243 15.684115, 121.321317 15.685078, 121.322342 15.685066, 121.322392 15.684116, 121.323317 15.684079, 121.324242 15.684116, 121.324317 15.685079, 121.325317 15.685079, 121.325394 15.684118, 121.326343 15.684067, 121.326395 15.683119, 121.329343 15.683067, 121.329397 15.681121, 121.333237 15.681121, 121.333317 15.682082, 121.333399 15.679123, 121.334345 15.679069, 121.334403 15.678127, 121.336232 15.678127, 121.336289 15.679069, 121.337231 15.679128, 121.337212 15.683936, 121.33626 15.684041, 121.336115 15.689839, 121.335196 15.690041, 121.335151 15.692207, 121.335988 15.693041, 121.334417 15.694141))","POLYGON ((121.335397 15.696961, 121.332389 15.696969, 121.33234 15.696018, 121.331385 15.695973, 121.331385 15.694109, 121.332339 15.694063, 121.332382 15.693105, 121.333347 15.693041, 121.333368 15.688092, 121.334341 15.688041, 121.33434 15.686041, 121.333361 15.685997, 121.333337 15.685021, 121.333281 15.686005, 121.327317 15.686023, 121.327282 15.687005, 121.326305 15.687029, 121.326282 15.688005, 121.319352 15.688006, 121.319335 15.686041, 121.318352 15.686006, 121.318335 15.684041, 121.317352 15.684006, 121.317329 15.683029, 121.316317 15.683024, 121.316283 15.684006, 121.315317 15.684024, 121.314352 15.684006, 121.314329 15.68303, 121.313352 15.683007, 121.313352 15.681075, 121.314334 15.681041, 121.314329 15.67703, 121.314283 15.679007, 121.312317 15.679024, 121.312283 15.680007, 121.308351 15.680007, 121.308328 15.67803, 121.307351 15.678007, 121.307328 15.67703, 121.306351 15.677007, 121.306328 15.67603, 121.30335 15.676008, 121.303317 15.675024, 121.303284 15.677008, 121.301317 15.677024, 121.301284 15.678008, 121.29835 15.678008, 121.298334 15.675041, 121.29735 15.675008, 121.29735 15.673074, 121.300284 15.673074, 121.300334 15.675057, 121.301328 15.675052, 121.30135 15.673074, 121.305284 15.673074, 121.305334 15.674058, 121.306328 15.674052, 121.306351 15.673074, 121.308284 15.673074, 121.3083 15.675041, 121.309284 15.675075, 121.309306 15.676052, 121.310284 15.676075, 121.310317 15.678058, 121.310351 15.677075, 121.312334 15.677041, 121.311351 15.677007, 121.311351 15.675075, 121.316283 15.675075, 121.316306 15.681052, 121.316352 15.680076, 121.317329 15.680053, 121.317352 15.679076, 121.319282 15.679076, 121.3193 15.682041, 121.320282 15.682076, 121.3203 15.684041, 121.321282 15.684076, 121.321317 15.685059, 121.322329 15.685053, 121.322353 15.684076, 121.323317 15.684059, 121.324282 15.684076, 121.324317 15.685059, 121.325317 15.685059, 121.325353 15.684077, 121.326329 15.684053, 121.326353 15.683077, 121.329329 15.683053, 121.329353 15.681077, 121.333281 15.681077, 121.333317 15.682059, 121.333354 15.679078, 121.33433 15.679053, 121.334355 15.678078, 121.33628 15.678078, 121.336305 15.679053, 121.33728 15.679079, 121.337276 15.684, 121.336296 15.684041, 121.336267 15.689991, 121.335291 15.690041, 121.335289 15.692041, 121.336257 15.692102, 121.336287 15.693041, 121.336257 15.69398, 121.335286 15.694041, 121.336237 15.694122, 121.336238 15.696961, 121.335397 15.696961))","POLYGON ((121.335397 15.696961, 121.332389 15.696969, 121.33234 15.696018, 121.331385 15.695973, 121.331385 15.694109, 121.332339 15.694063, 121.332382 15.693105, 121.333347 15.693041, 121.333368 15.688092, 121.334341 15.688041, 121.33434 15.686041, 121.333361 15.685997, 121.333337 15.685021, 121.333281 15.686005, 121.327317 15.686023, 121.327282 15.687005, 121.326305 15.687029, 121.326282 15.688005, 121.319352 15.688006, 121.319335 15.686041, 121.318352 15.686006, 121.318335 15.684041, 121.317352 15.684006, 121.317329 15.683029, 121.316317 15.683024, 121.316283 15.684006, 121.315317 15.684024, 121.314352 15.684006, 121.314329 15.68303, 121.313352 15.683007, 121.313352 15.681075, 121.314334 15.681041, 121.314329 15.67703, 121.314283 15.679007, 121.312317 15.679024, 121.312283 15.680007, 121.308351 15.680007, 121.308328 15.67803, 121.307351 15.678007, 121.307328 15.67703, 121.306351 15.677007, 121.306328 15.67603, 121.30335 15.676008, 121.303317 15.675024, 121.303284 15.677008, 121.301317 15.677024, 121.301284 15.678008, 121.29835 15.678008, 121.298334 15.675041, 121.29735 15.675008, 121.29735 15.673074, 121.300284 15.673074, 121.300334 15.675057, 121.301328 15.675052, 121.30135 15.673074, 121.305284 15.673074, 121.305334 15.674058, 121.306328 15.674052, 121.306351 15.673074, 121.308284 15.673074, 121.3083 15.675041, 121.309284 15.675075, 121.309306 15.676052, 121.310284 15.676075, 121.310317 15.678058, 121.310351 15.677075, 121.312334 15.677041, 121.311351 15.677007, 121.311351 15.675075, 121.316283 15.675075, 121.316306 15.681052, 121.316352 15.680076, 121.317329 15.680053, 121.317352 15.679076, 121.319282 15.679076, 121.3193 15.682041, 121.320282 15.682076, 121.3203 15.684041, 121.321282 15.684076, 121.321317 15.685059, 121.322329 15.685053, 121.322353 15.684076, 121.323317 15.684059, 121.324282 15.684076, 121.324317 15.685059, 121.325317 15.685059, 121.325353 15.684077, 121.326329 15.684053, 121.326353 15.683077, 121.329329 15.683053, 121.329353 15.681077, 121.333281 15.681077, 121.333317 15.682059, 121.333354 15.679078, 121.33433 15.679053, 121.334355 15.678078, 121.33628 15.678078, 121.336305 15.679053, 121.33728 15.679079, 121.337276 15.684, 121.336296 15.684041, 121.336267 15.689991, 121.335291 15.690041, 121.335289 15.692041, 121.336257 15.692102, 121.336287 15.693041, 121.336257 15.69398, 121.335286 15.694041, 121.336237 15.694122, 121.336238 15.696961, 121.335397 15.696961))"
