index,geometry,road_distance
691,POINT (121.4436243796837 15.56202958759523),
692,POINT (121.4436243796837 15.57211387157454),
693,POINT (121.4436243796837 15.58219815555386),
694,POINT (121.4436243796837 15.59228243953317),
695,POINT (121.4436243796837 15.60236672351249),
698,POINT (121.4436243796837 15.63261957545043),
701,POINT (121.4436243796837 15.66287242738837),
702,POINT (121.4436243796837 15.67295671136768),
703,POINT (121.4436243796837 15.683040995347),
704,POINT (121.4436243796837 15.69312527932631),
705,POINT (121.4436243796837 15.70320956330563),
713,POINT (121.4436243796837 15.78388383514014),
720,POINT (121.4436243796837 15.85447382299534),
721,POINT (121.4436243796837 15.86455810697465),
722,POINT (121.4436243796837 15.87464239095396),
723,POINT (121.4436243796837 15.88472667493328),
724,POINT (121.4436243796837 15.89481095891259),
725,POINT (121.4537432145101 15.41076532790552),
726,POINT (121.4537432145101 15.42084961188483),
727,POINT (121.4537432145101 15.43093389586415),
728,POINT (121.4537432145101 15.44101817984346),
729,POINT (121.4537432145101 15.45110246382278),
730,POINT (121.4537432145101 15.46118674780209),
731,POINT (121.4537432145101 15.4712710317814),
732,POINT (121.4537432145101 15.48135531576072),
733,POINT (121.4537432145101 15.49143959974003),
734,POINT (121.4537432145101 15.50152388371935),
735,POINT (121.4537432145101 15.51160816769866),
736,POINT (121.4537432145101 15.52169245167797),
737,POINT (121.4537432145101 15.53177673565729),
738,POINT (121.4537432145101 15.5418610196366),
739,POINT (121.4537432145101 15.55194530361592),
740,POINT (121.4537432145101 15.56202958759523),
741,POINT (121.4537432145101 15.57211387157454),
742,POINT (121.4537432145101 15.58219815555386),
743,POINT (121.4537432145101 15.59228243953317),
746,POINT (121.4537432145101 15.62253529147111),
748,POINT (121.4537432145101 15.64270385942974),
749,POINT (121.4537432145101 15.65278814340906),
750,POINT (121.4537432145101 15.66287242738837),
751,POINT (121.4537432145101 15.67295671136768),
752,POINT (121.4537432145101 15.683040995347),
753,POINT (121.4537432145101 15.69312527932631),0.06343205507013457
754,POINT (121.4537432145101 15.70320956330563),
755,POINT (121.4537432145101 15.71329384728494),
758,POINT (121.4537432145101 15.74354669922288),
761,POINT (121.4537432145101 15.77379955116082),
762,POINT (121.4537432145101 15.78388383514014),0.05149222727139068
767,POINT (121.4537432145101 15.83430525503671),
768,POINT (121.4537432145101 15.84438953901602),
769,POINT (121.4537432145101 15.85447382299534),
770,POINT (121.4537432145101 15.86455810697465),
771,POINT (121.4537432145101 15.87464239095396),
772,POINT (121.4537432145101 15.88472667493328),
773,POINT (121.4537432145101 15.89481095891259),
774,POINT (121.4537432145101 15.90489524289191),
775,POINT (121.4638620493365 15.42084961188483),
776,POINT (121.4638620493365 15.43093389586415),
777,POINT (121.4638620493365 15.44101817984346),
778,POINT (121.4638620493365 15.45110246382278),
779,POINT (121.4638620493365 15.46118674780209),
780,POINT (121.4638620493365 15.4712710317814),
781,POINT (121.4638620493365 15.48135531576072),
782,POINT (121.4638620493365 15.49143959974003),
783,POINT (121.4638620493365 15.50152388371935),
784,POINT (121.4638620493365 15.51160816769866),
785,POINT (121.4638620493365 15.52169245167797),
786,POINT (121.4638620493365 15.53177673565729),
787,POINT (121.4638620493365 15.5418610196366),
788,POINT (121.4638620493365 15.55194530361592),
789,POINT (121.4638620493365 15.56202958759523),
790,POINT (121.4638620493365 15.57211387157454),
791,POINT (121.4638620493365 15.58219815555386),
797,POINT (121.4638620493365 15.64270385942974),
798,POINT (121.4638620493365 15.65278814340906),
799,POINT (121.4638620493365 15.66287242738837),
800,POINT (121.4638620493365 15.67295671136768),
801,POINT (121.4638620493365 15.683040995347),
802,POINT (121.4638620493365 15.69312527932631),
803,POINT (121.4638620493365 15.70320956330563),
804,POINT (121.4638620493365 15.71329384728494),
807,POINT (121.4638620493365 15.74354669922288),
810,POINT (121.4638620493365 15.77379955116082),
811,POINT (121.4638620493365 15.78388383514014),0.038692832871239716
812,POINT (121.4638620493365 15.79396811911945),
816,POINT (121.4638620493365 15.83430525503671),
817,POINT (121.4638620493365 15.84438953901602),
818,POINT (121.4638620493365 15.85447382299534),
819,POINT (121.4638620493365 15.86455810697465),
820,POINT (121.4638620493365 15.87464239095396),
821,POINT (121.4638620493365 15.88472667493328),
822,POINT (121.4638620493365 15.89481095891259),
823,POINT (121.4638620493365 15.90489524289191),
824,POINT (121.4739808841629 15.43093389586415),
825,POINT (121.4739808841629 15.44101817984346),
826,POINT (121.4739808841629 15.45110246382278),
827,POINT (121.4739808841629 15.46118674780209),
828,POINT (121.4739808841629 15.4712710317814),
829,POINT (121.4739808841629 15.48135531576072),
830,POINT (121.4739808841629 15.49143959974003),
831,POINT (121.4739808841629 15.50152388371935),
832,POINT (121.4739808841629 15.51160816769866),
833,POINT (121.4739808841629 15.52169245167797),
834,POINT (121.4739808841629 15.53177673565729),
835,POINT (121.4739808841629 15.5418610196366),
836,POINT (121.4739808841629 15.55194530361592),
837,POINT (121.4739808841629 15.56202958759523),
838,POINT (121.4739808841629 15.57211387157454),
841,POINT (121.4739808841629 15.60236672351249),
842,POINT (121.4739808841629 15.6124510074918),
843,POINT (121.4739808841629 15.62253529147111),
846,POINT (121.4739808841629 15.65278814340906),
848,POINT (121.4739808841629 15.67295671136768),
849,POINT (121.4739808841629 15.683040995347),
850,POINT (121.4739808841629 15.69312527932631),
853,POINT (121.4739808841629 15.72337813126425),
855,POINT (121.4739808841629 15.74354669922288),
858,POINT (121.4739808841629 15.77379955116082),
859,POINT (121.4739808841629 15.78388383514014),
860,POINT (121.4739808841629 15.79396811911945),0.01730813185401987
864,POINT (121.4739808841629 15.83430525503671),
865,POINT (121.4739808841629 15.84438953901602),
866,POINT (121.4739808841629 15.85447382299534),
867,POINT (121.4739808841629 15.86455810697465),
868,POINT (121.4739808841629 15.87464239095396),
869,POINT (121.4739808841629 15.88472667493328),
870,POINT (121.4739808841629 15.89481095891259),
871,POINT (121.4739808841629 15.90489524289191),
872,POINT (121.4739808841629 15.91497952687122),
873,POINT (121.4840997189893 15.46118674780209),
874,POINT (121.4840997189893 15.4712710317814),
875,POINT (121.4840997189893 15.49143959974003),
876,POINT (121.4840997189893 15.50152388371935),
877,POINT (121.4840997189893 15.51160816769866),
878,POINT (121.4840997189893 15.52169245167797),
879,POINT (121.4840997189893 15.53177673565729),
880,POINT (121.4840997189893 15.5418610196366),
881,POINT (121.4840997189893 15.55194530361592),
882,POINT (121.4840997189893 15.56202958759523),
885,POINT (121.4840997189893 15.59228243953317),
886,POINT (121.4840997189893 15.60236672351249),
887,POINT (121.4840997189893 15.6124510074918),
892,POINT (121.4840997189893 15.66287242738837),
893,POINT (121.4840997189893 15.67295671136768),
894,POINT (121.4840997189893 15.683040995347),
895,POINT (121.4840997189893 15.69312527932631),
896,POINT (121.4840997189893 15.70320956330563),0.0571512322734661
903,POINT (121.4840997189893 15.77379955116082),0.01242942719101658
904,POINT (121.4840997189893 15.78388383514014),0.031236951559639563
908,POINT (121.4840997189893 15.82422097105739),
909,POINT (121.4840997189893 15.83430525503671),
910,POINT (121.4840997189893 15.84438953901602),
911,POINT (121.4840997189893 15.85447382299534),
912,POINT (121.4840997189893 15.86455810697465),
913,POINT (121.4840997189893 15.87464239095396),
914,POINT (121.4840997189893 15.88472667493328),
915,POINT (121.4840997189893 15.89481095891259),
916,POINT (121.4840997189893 15.90489524289191),
917,POINT (121.4840997189893 15.91497952687122),
918,POINT (121.4840997189893 15.92506381085053),
919,POINT (121.4942185538157 15.53177673565729),
920,POINT (121.4942185538157 15.5418610196366),
921,POINT (121.4942185538157 15.55194530361592),
924,POINT (121.4942185538157 15.58219815555386),
926,POINT (121.4942185538157 15.60236672351249),
927,POINT (121.4942185538157 15.6124510074918),
928,POINT (121.4942185538157 15.62253529147111),
929,POINT (121.4942185538157 15.63261957545043),
930,POINT (121.4942185538157 15.64270385942974),
931,POINT (121.4942185538157 15.65278814340906),
935,POINT (121.4942185538157 15.69312527932631),
947,POINT (121.4942185538157 15.81413668707808),
948,POINT (121.4942185538157 15.82422097105739),
949,POINT (121.4942185538157 15.83430525503671),
950,POINT (121.4942185538157 15.84438953901602),
951,POINT (121.4942185538157 15.85447382299534),
952,POINT (121.4942185538157 15.86455810697465),
953,POINT (121.4942185538157 15.87464239095396),
954,POINT (121.4942185538157 15.88472667493328),
955,POINT (121.4942185538157 15.89481095891259),
956,POINT (121.4942185538157 15.90489524289191),
957,POINT (121.4942185538157 15.91497952687122),
958,POINT (121.4942185538157 15.92506381085053),
959,POINT (121.4942185538157 15.93514809482985),
960,POINT (121.5043373886422 15.53177673565729),
961,POINT (121.5043373886422 15.5418610196366),
962,POINT (121.5043373886422 15.55194530361592),
964,POINT (121.5043373886422 15.57211387157454),
965,POINT (121.5043373886422 15.58219815555386),
967,POINT (121.5043373886422 15.60236672351249),
968,POINT (121.5043373886422 15.6124510074918),
969,POINT (121.5043373886422 15.62253529147111),
970,POINT (121.5043373886422 15.63261957545043),
971,POINT (121.5043373886422 15.64270385942974),
972,POINT (121.5043373886422 15.65278814340906),
973,POINT (121.5043373886422 15.66287242738837),
991,POINT (121.5043373886422 15.84438953901602),
992,POINT (121.5043373886422 15.85447382299534),
993,POINT (121.5043373886422 15.86455810697465),
994,POINT (121.5043373886422 15.87464239095396),
995,POINT (121.5043373886422 15.88472667493328),
996,POINT (121.5043373886422 15.89481095891259),
997,POINT (121.5043373886422 15.90489524289191),
998,POINT (121.5043373886422 15.91497952687122),
999,POINT (121.5043373886422 15.92506381085053),
1000,POINT (121.5043373886422 15.93514809482985),
1001,POINT (121.5043373886422 15.94523237880916),
1004,POINT (121.5144562234686 15.57211387157454),
1005,POINT (121.5144562234686 15.58219815555386),
1006,POINT (121.5144562234686 15.59228243953317),
1007,POINT (121.5144562234686 15.60236672351249),
1008,POINT (121.5144562234686 15.6124510074918),
1009,POINT (121.5144562234686 15.62253529147111),
1010,POINT (121.5144562234686 15.63261957545043),
1011,POINT (121.5144562234686 15.64270385942974),
1012,POINT (121.5144562234686 15.65278814340906),
1013,POINT (121.5144562234686 15.66287242738837),
1014,POINT (121.5144562234686 15.67295671136768),
1015,POINT (121.5144562234686 15.683040995347),
1018,POINT (121.5144562234686 15.71329384728494),0.0393148525652607
1019,POINT (121.5144562234686 15.72337813126425),
1030,POINT (121.5144562234686 15.83430525503671),
1031,POINT (121.5144562234686 15.84438953901602),
1032,POINT (121.5144562234686 15.85447382299534),
1033,POINT (121.5144562234686 15.86455810697465),
1034,POINT (121.5144562234686 15.87464239095396),
1035,POINT (121.5144562234686 15.88472667493328),
1038,POINT (121.5144562234686 15.91497952687122),
1040,POINT (121.5144562234686 15.93514809482985),
1041,POINT (121.5144562234686 15.94523237880916),
1042,POINT (121.5144562234686 15.95531666278848),
1044,POINT (121.524575058295 15.56202958759523),
1045,POINT (121.524575058295 15.57211387157454),
1046,POINT (121.524575058295 15.58219815555386),
1047,POINT (121.524575058295 15.59228243953317),
1048,POINT (121.524575058295 15.60236672351249),
1051,POINT (121.524575058295 15.63261957545043),
1052,POINT (121.524575058295 15.64270385942974),
1053,POINT (121.524575058295 15.65278814340906),
1054,POINT (121.524575058295 15.66287242738837),
1055,POINT (121.524575058295 15.67295671136768),
1069,POINT (121.524575058295 15.81413668707808),0.05344195709576097
1070,POINT (121.524575058295 15.82422097105739),
1071,POINT (121.524575058295 15.83430525503671),0.04168067838950177
1072,POINT (121.524575058295 15.84438953901602),
1073,POINT (121.524575058295 15.85447382299534),0.038123142679615474
1074,POINT (121.524575058295 15.86455810697465),
1075,POINT (121.524575058295 15.87464239095396),0.0071194748213529654
1081,POINT (121.524575058295 15.93514809482985),
1082,POINT (121.524575058295 15.94523237880916),
1083,POINT (121.524575058295 15.95531666278848),
1084,POINT (121.5346938931214 15.57211387157454),
1085,POINT (121.5346938931214 15.58219815555386),
1086,POINT (121.5346938931214 15.59228243953317),
1087,POINT (121.5346938931214 15.60236672351249),
1088,POINT (121.5346938931214 15.6124510074918),
1091,POINT (121.5346938931214 15.64270385942974),
1092,POINT (121.5346938931214 15.65278814340906),
1093,POINT (121.5346938931214 15.66287242738837),
1108,POINT (121.5346938931214 15.81413668707808),
1109,POINT (121.5346938931214 15.82422097105739),0.014149537038766305
1111,POINT (121.5346938931214 15.84438953901602),0.018868702580360608
1112,POINT (121.5346938931214 15.85447382299534),
1113,POINT (121.5346938931214 15.86455810697465),
1114,POINT (121.5346938931214 15.87464239095396),
1117,POINT (121.5346938931214 15.90489524289191),
1120,POINT (121.5346938931214 15.93514809482985),
1121,POINT (121.5346938931214 15.94523237880916),
1124,POINT (121.5448127279478 15.58219815555386),
1125,POINT (121.5448127279478 15.59228243953317),
1126,POINT (121.5448127279478 15.60236672351249),
1127,POINT (121.5448127279478 15.6124510074918),
1128,POINT (121.5448127279478 15.62253529147111),
1129,POINT (121.5448127279478 15.63261957545043),
1130,POINT (121.5448127279478 15.64270385942974),
1149,POINT (121.5448127279478 15.83430525503671),0.06996691841817841
1150,POINT (121.5448127279478 15.84438953901602),
1151,POINT (121.5448127279478 15.85447382299534),
1152,POINT (121.5448127279478 15.86455810697465),0.04932268655501621
1153,POINT (121.5448127279478 15.87464239095396),0.024186645028972352
1154,POINT (121.5448127279478 15.88472667493328),
1155,POINT (121.5448127279478 15.89481095891259),
1156,POINT (121.5448127279478 15.90489524289191),
1162,POINT (121.5448127279478 15.96540094676779),
1163,POINT (121.5448127279478 15.9754852307471),
1164,POINT (121.5549315627742 15.59228243953317),
1165,POINT (121.5549315627742 15.60236672351249),
1166,POINT (121.5549315627742 15.6124510074918),
1180,POINT (121.5549315627742 15.7536309832022),0.015653854006289974
1183,POINT (121.5549315627742 15.78388383514014),
1185,POINT (121.5549315627742 15.90489524289191),
1186,POINT (121.5549315627742 15.91497952687122),
1187,POINT (121.5549315627742 15.92506381085053),
1190,POINT (121.5549315627742 15.95531666278848),
1191,POINT (121.5549315627742 15.96540094676779),
1192,POINT (121.5549315627742 15.9754852307471),
1193,POINT (121.5549315627742 15.98556951472642),
1197,POINT (121.5650503976006 15.64270385942974),
1198,POINT (121.5650503976006 15.65278814340906),
1199,POINT (121.5650503976006 15.66287242738837),
1200,POINT (121.5650503976006 15.67295671136768),
1201,POINT (121.5650503976006 15.683040995347),
1202,POINT (121.5650503976006 15.69312527932631),
1203,POINT (121.5650503976006 15.70320956330563),
1213,POINT (121.5650503976006 15.94523237880916),
1214,POINT (121.5650503976006 15.95531666278848),
1215,POINT (121.5650503976006 15.96540094676779),
1216,POINT (121.5650503976006 15.9754852307471),
1217,POINT (121.5650503976006 15.98556951472642),
1218,POINT (121.5650503976006 15.99565379870573),
1219,POINT (121.575169232427 15.62253529147111),
1220,POINT (121.575169232427 15.63261957545043),
1221,POINT (121.575169232427 15.64270385942974),
1222,POINT (121.575169232427 15.65278814340906),
1223,POINT (121.575169232427 15.66287242738837),
1224,POINT (121.575169232427 15.67295671136768),
1225,POINT (121.575169232427 15.683040995347),
1226,POINT (121.575169232427 15.69312527932631),
1227,POINT (121.575169232427 15.70320956330563),
1228,POINT (121.575169232427 15.71329384728494),
1229,POINT (121.575169232427 15.72337813126425),
1230,POINT (121.575169232427 15.73346241524357),
1234,POINT (121.575169232427 15.93514809482985),
1235,POINT (121.575169232427 15.94523237880916),
1236,POINT (121.575169232427 15.95531666278848),
1237,POINT (121.575169232427 15.96540094676779),
1238,POINT (121.575169232427 15.9754852307471),
1239,POINT (121.575169232427 15.98556951472642),
1240,POINT (121.575169232427 15.99565379870573),
1241,POINT (121.575169232427 16.00573808268505),
1242,POINT (121.5852880672534 15.64270385942974),
1243,POINT (121.5852880672534 15.65278814340906),
1244,POINT (121.5852880672534 15.66287242738837),
1245,POINT (121.5852880672534 15.67295671136768),
1246,POINT (121.5852880672534 15.683040995347),
1247,POINT (121.5852880672534 15.69312527932631),
1248,POINT (121.5852880672534 15.70320956330563),
1249,POINT (121.5852880672534 15.71329384728494),
1250,POINT (121.5852880672534 15.72337813126425),
1251,POINT (121.5852880672534 15.73346241524357),
1252,POINT (121.5852880672534 15.74354669922288),
1253,POINT (121.5852880672534 15.93514809482985),
1254,POINT (121.5852880672534 15.94523237880916),
1255,POINT (121.5852880672534 15.95531666278848),
1256,POINT (121.5852880672534 15.96540094676779),
1257,POINT (121.5852880672534 15.9754852307471),
1258,POINT (121.5852880672534 15.98556951472642),
1259,POINT (121.5852880672534 15.99565379870573),
1260,POINT (121.5852880672534 16.00573808268505),
1261,POINT (121.5852880672534 16.01582236666436),
1262,POINT (121.5954069020798 15.64270385942974),
1263,POINT (121.5954069020798 15.65278814340906),
1264,POINT (121.5954069020798 15.66287242738837),
1265,POINT (121.5954069020798 15.683040995347),
1266,POINT (121.5954069020798 15.69312527932631),
1267,POINT (121.5954069020798 15.70320956330563),
1268,POINT (121.5954069020798 15.71329384728494),
1269,POINT (121.5954069020798 15.72337813126425),
1270,POINT (121.5954069020798 15.73346241524357),
1271,POINT (121.5954069020798 15.74354669922288),
1272,POINT (121.5954069020798 15.7536309832022),
1273,POINT (121.5954069020798 15.93514809482985),0.026065804898245778
1274,POINT (121.5954069020798 15.94523237880916),
1275,POINT (121.5954069020798 15.95531666278848),
1276,POINT (121.5954069020798 15.96540094676779),
1277,POINT (121.5954069020798 15.9754852307471),
1278,POINT (121.5954069020798 15.98556951472642),
1279,POINT (121.5954069020798 15.99565379870573),
1280,POINT (121.5954069020798 16.00573808268505),
1281,POINT (121.5954069020798 16.01582236666436),
1282,POINT (121.5954069020798 16.02590665064367),
1283,POINT (121.6055257369062 15.64270385942974),
1284,POINT (121.6055257369062 15.65278814340906),
1285,POINT (121.6055257369062 15.66287242738837),
1286,POINT (121.6055257369062 15.69312527932631),
1287,POINT (121.6055257369062 15.70320956330563),
1288,POINT (121.6055257369062 15.71329384728494),
1289,POINT (121.6055257369062 15.72337813126425),
1290,POINT (121.6055257369062 15.73346241524357),
1291,POINT (121.6055257369062 15.74354669922288),
1292,POINT (121.6055257369062 15.7536309832022),
1293,POINT (121.6055257369062 15.94523237880916),
1294,POINT (121.6055257369062 15.95531666278848),
1295,POINT (121.6055257369062 15.96540094676779),0.0479497769917807
1296,POINT (121.6055257369062 15.9754852307471),
1297,POINT (121.6055257369062 15.98556951472642),
1298,POINT (121.6055257369062 15.99565379870573),
1299,POINT (121.6055257369062 16.00573808268505),
1300,POINT (121.6055257369062 16.01582236666436),
1301,POINT (121.6055257369062 16.02590665064367),
1302,POINT (121.6156445717327 15.65278814340906),
1303,POINT (121.6156445717327 15.71329384728494),
1304,POINT (121.6156445717327 15.72337813126425),
1305,POINT (121.6156445717327 15.73346241524357),
1306,POINT (121.6156445717327 15.74354669922288),
1307,POINT (121.6156445717327 15.7536309832022),
1308,POINT (121.6156445717327 15.95531666278848),
1309,POINT (121.6156445717327 15.96540094676779),
1310,POINT (121.6156445717327 15.9754852307471),
1311,POINT (121.6156445717327 15.98556951472642),
1312,POINT (121.6156445717327 15.99565379870573),
1313,POINT (121.6156445717327 16.00573808268505),
1314,POINT (121.6156445717327 16.01582236666436),
1315,POINT (121.6156445717327 16.02590665064367),
1316,POINT (121.6156445717327 16.03599093462299),
1317,POINT (121.6257634065591 15.71329384728494),
1318,POINT (121.6257634065591 15.72337813126425),
1319,POINT (121.6257634065591 15.73346241524357),
1320,POINT (121.6257634065591 15.74354669922288),
1321,POINT (121.6257634065591 15.7536309832022),
1322,POINT (121.6257634065591 15.96540094676779),
1323,POINT (121.6257634065591 15.9754852307471),0.03903216181280662
1324,POINT (121.6257634065591 15.98556951472642),
1325,POINT (121.6257634065591 15.99565379870573),
1326,POINT (121.6257634065591 16.00573808268505),
1327,POINT (121.6257634065591 16.01582236666436),
1328,POINT (121.6257634065591 16.02590665064367),
1329,POINT (121.6257634065591 16.03599093462299),
1330,POINT (121.6257634065591 16.0460752186023),
1331,POINT (121.6358822413855 15.71329384728494),
1332,POINT (121.6358822413855 15.72337813126425),
1333,POINT (121.6358822413855 15.73346241524357),
1334,POINT (121.6358822413855 15.96540094676779),
1335,POINT (121.6358822413855 15.9754852307471),
1336,POINT (121.6358822413855 15.98556951472642),
1337,POINT (121.6358822413855 15.99565379870573),
1338,POINT (121.6358822413855 16.00573808268505),
1339,POINT (121.6358822413855 16.01582236666436),
1340,POINT (121.6358822413855 16.02590665064367),
1341,POINT (121.6358822413855 16.03599093462299),
1342,POINT (121.6358822413855 16.0460752186023),
1343,POINT (121.6358822413855 16.05615950258162),
1344,POINT (121.6460010762119 15.9754852307471),
1345,POINT (121.6460010762119 15.98556951472642),
1346,POINT (121.6460010762119 15.99565379870573),
1347,POINT (121.6460010762119 16.00573808268505),
1348,POINT (121.6460010762119 16.01582236666436),
1349,POINT (121.6460010762119 16.02590665064367),
1350,POINT (121.6460010762119 16.03599093462299),
1351,POINT (121.6460010762119 16.0460752186023),
1352,POINT (121.6460010762119 16.05615950258162),
1353,POINT (121.6460010762119 16.06624378656093),
1354,POINT (121.6561199110383 15.99565379870573),
1355,POINT (121.6561199110383 16.00573808268505),0.02665956217361791
1356,POINT (121.6561199110383 16.01582236666436),
1357,POINT (121.6561199110383 16.02590665064367),
1358,POINT (121.6561199110383 16.03599093462299),
1359,POINT (121.6561199110383 16.0460752186023),
1360,POINT (121.6561199110383 16.05615950258162),
1361,POINT (121.6561199110383 16.06624378656093),
1362,POINT (121.6561199110383 16.07632807054025),
1363,POINT (121.6662387458647 16.01582236666436),
1364,POINT (121.6662387458647 16.02590665064367),
1365,POINT (121.6662387458647 16.03599093462299),
1366,POINT (121.6662387458647 16.0460752186023),
1367,POINT (121.6662387458647 16.05615950258162),
1368,POINT (121.6662387458647 16.06624378656093),
1369,POINT (121.6662387458647 16.07632807054025),
1370,POINT (121.6662387458647 16.08641235451956),
1371,POINT (121.6763575806911 16.01582236666436),
1372,POINT (121.6763575806911 16.02590665064367),
1373,POINT (121.6763575806911 16.03599093462299),
1374,POINT (121.6763575806911 16.0460752186023),
1375,POINT (121.6763575806911 16.05615950258162),
1376,POINT (121.6763575806911 16.06624378656093),
1377,POINT (121.6763575806911 16.07632807054025),
1378,POINT (121.6763575806911 16.08641235451956),
1379,POINT (121.6864764155175 16.02590665064367),
1380,POINT (121.6864764155175 16.03599093462299),
1381,POINT (121.6864764155175 16.0460752186023),
1382,POINT (121.6864764155175 16.05615950258162),
1383,POINT (121.6864764155175 16.06624378656093),
1384,POINT (121.6864764155175 16.07632807054025),
1385,POINT (121.6864764155175 16.08641235451956),
1386,POINT (121.6864764155175 16.09649663849887),
1387,POINT (121.6965952503439 16.03599093462299),
1388,POINT (121.6965952503439 16.0460752186023),
1389,POINT (121.6965952503439 16.05615950258162),
1390,POINT (121.6965952503439 16.06624378656093),
1391,POINT (121.6965952503439 16.07632807054025),
1392,POINT (121.6965952503439 16.08641235451956),
1393,POINT (121.6965952503439 16.09649663849887),
1394,POINT (121.6965952503439 16.10658092247819),
1395,POINT (121.7067140851703 16.03599093462299),
1396,POINT (121.7067140851703 16.0460752186023),
1397,POINT (121.7067140851703 16.05615950258162),
1398,POINT (121.7067140851703 16.06624378656093),
1399,POINT (121.7067140851703 16.07632807054025),
1400,POINT (121.7067140851703 16.08641235451956),
1401,POINT (121.7067140851703 16.09649663849887),
1402,POINT (121.7067140851703 16.10658092247819),
1403,POINT (121.7067140851703 16.1166652064575),
1404,POINT (121.7168329199967 16.0460752186023),
1405,POINT (121.7168329199967 16.05615950258162),
1406,POINT (121.7168329199967 16.06624378656093),
1407,POINT (121.7168329199967 16.07632807054025),
1408,POINT (121.7168329199967 16.08641235451956),
1409,POINT (121.7168329199967 16.09649663849887),
1410,POINT (121.7168329199967 16.10658092247819),
1411,POINT (121.7168329199967 16.1166652064575),
1412,POINT (121.7168329199967 16.12674949043681),
1413,POINT (121.7269517548231 16.05615950258162),
1414,POINT (121.7269517548231 16.06624378656093),
1415,POINT (121.7269517548231 16.07632807054025),
1416,POINT (121.7269517548231 16.08641235451956),
1417,POINT (121.7269517548231 16.09649663849887),
1418,POINT (121.7269517548231 16.10658092247819),
1419,POINT (121.7269517548231 16.1166652064575),
1420,POINT (121.7269517548231 16.12674949043681),
1421,POINT (121.7269517548231 16.13683377441613),
1422,POINT (121.7370705896496 16.06624378656093),
1423,POINT (121.7370705896496 16.07632807054025),
1424,POINT (121.7370705896496 16.08641235451956),
1425,POINT (121.7370705896496 16.09649663849887),
1426,POINT (121.7370705896496 16.10658092247819),
1427,POINT (121.7370705896496 16.1166652064575),
1428,POINT (121.7370705896496 16.12674949043681),
1429,POINT (121.7370705896496 16.13683377441613),
1430,POINT (121.7370705896496 16.14691805839544),
1431,POINT (121.747189424476 16.07632807054025),
1432,POINT (121.747189424476 16.08641235451956),
1433,POINT (121.747189424476 16.09649663849887),
1434,POINT (121.747189424476 16.10658092247819),
1435,POINT (121.747189424476 16.1166652064575),
1436,POINT (121.747189424476 16.12674949043681),
1437,POINT (121.747189424476 16.13683377441613),
1438,POINT (121.747189424476 16.14691805839544),
1439,POINT (121.7573082593024 16.08641235451956),
1440,POINT (121.7573082593024 16.09649663849887),
1441,POINT (121.7573082593024 16.10658092247819),
1442,POINT (121.7573082593024 16.1166652064575),
1443,POINT (121.7573082593024 16.12674949043681),
1444,POINT (121.7573082593024 16.13683377441613),
1445,POINT (121.7573082593024 16.14691805839544),
1446,POINT (121.7573082593024 16.15700234237476),
1447,POINT (121.7674270941288 16.07632807054025),0.016940669777327645
1448,POINT (121.7674270941288 16.08641235451956),
1449,POINT (121.7674270941288 16.09649663849887),
1450,POINT (121.7674270941288 16.10658092247819),
1451,POINT (121.7674270941288 16.1166652064575),
1452,POINT (121.7674270941288 16.12674949043681),
1453,POINT (121.7674270941288 16.13683377441613),
1454,POINT (121.7674270941288 16.14691805839544),
1455,POINT (121.7674270941288 16.15700234237476),
1456,POINT (121.7674270941288 16.16708662635407),
1457,POINT (121.7775459289552 16.06624378656093),
1458,POINT (121.7775459289552 16.07632807054025),
1459,POINT (121.7775459289552 16.08641235451956),
1460,POINT (121.7775459289552 16.09649663849887),
1461,POINT (121.7775459289552 16.10658092247819),
1462,POINT (121.7775459289552 16.1166652064575),
1463,POINT (121.7775459289552 16.12674949043681),
1464,POINT (121.7775459289552 16.13683377441613),
1465,POINT (121.7775459289552 16.14691805839544),
1466,POINT (121.7775459289552 16.15700234237476),
1467,POINT (121.7775459289552 16.16708662635407),
1468,POINT (121.7775459289552 16.17717091033338),
1469,POINT (121.7876647637816 16.07632807054025),
1470,POINT (121.7876647637816 16.08641235451956),
1471,POINT (121.7876647637816 16.09649663849887),
1472,POINT (121.7876647637816 16.10658092247819),
1473,POINT (121.7876647637816 16.1166652064575),
1474,POINT (121.7876647637816 16.12674949043681),
1475,POINT (121.7876647637816 16.13683377441613),
1476,POINT (121.7876647637816 16.14691805839544),
1477,POINT (121.7876647637816 16.15700234237476),
1478,POINT (121.7876647637816 16.16708662635407),
1479,POINT (121.7876647637816 16.17717091033338),
1480,POINT (121.7876647637816 16.1872551943127),
1481,POINT (121.797783598608 16.08641235451956),
1482,POINT (121.797783598608 16.09649663849887),
1483,POINT (121.797783598608 16.10658092247819),
1484,POINT (121.797783598608 16.1166652064575),
1485,POINT (121.797783598608 16.12674949043681),
1486,POINT (121.797783598608 16.13683377441613),
1487,POINT (121.797783598608 16.14691805839544),
1488,POINT (121.797783598608 16.15700234237476),
1489,POINT (121.797783598608 16.16708662635407),
1490,POINT (121.797783598608 16.17717091033338),
1491,POINT (121.797783598608 16.1872551943127),
1492,POINT (121.8079024334344 16.08641235451956),
1493,POINT (121.8079024334344 16.09649663849887),
1494,POINT (121.8079024334344 16.10658092247819),
1495,POINT (121.8079024334344 16.1166652064575),
1496,POINT (121.8079024334344 16.12674949043681),
1497,POINT (121.8079024334344 16.13683377441613),
