index,geometry,road_distance
2077,POINT (122.0811109737475 16.2578451821679),0.0007509553199702835
2078,POINT (122.0811109737475 16.26792946614721),
2079,POINT (122.0811109737475 16.27801375012653),
2080,POINT (122.0811109737475 16.28809803410584),
2081,POINT (122.0811109737475 16.29818231808515),
2082,POINT (122.0811109737475 16.30826660206447),
2083,POINT (122.0811109737475 16.31835088604378),
2084,POINT (122.0811109737475 16.32843517002309),
2085,POINT (122.0811109737475 16.33851945400241),
2086,POINT (122.0811109737475 16.34860373798172),
2087,POINT (122.0811109737475 16.35868802196104),
2088,POINT (122.0811109737475 16.36877230594035),
2089,POINT (122.0811109737475 16.37885658991966),
2090,POINT (122.0811109737475 16.38894087389898),
2091,POINT (122.0811109737475 16.39902515787829),
2092,POINT (122.0811109737475 16.40910944185761),
2093,POINT (122.0811109737475 16.41919372583692),
2094,POINT (122.0811109737475 16.42927800981624),
2095,POINT (122.0811109737475 16.43936229379555),
2096,POINT (122.0811109737475 16.44944657777486),
2097,POINT (122.0811109737475 16.45953086175418),
2098,POINT (122.0811109737475 16.46961514573349),
2099,POINT (122.0811109737475 16.47969942971281),
2100,POINT (122.0811109737475 16.48978371369212),
2101,POINT (122.0912298085739 16.14691805839544),
2102,POINT (122.0912298085739 16.15700234237476),
2103,POINT (122.0912298085739 16.1872551943127),0.04225176736650387
2104,POINT (122.0912298085739 16.26792946614721),0.01699886496434766
2105,POINT (122.0912298085739 16.27801375012653),
2106,POINT (122.0912298085739 16.28809803410584),
2107,POINT (122.0912298085739 16.29818231808515),
2108,POINT (122.0912298085739 16.30826660206447),
2109,POINT (122.0912298085739 16.31835088604378),
2110,POINT (122.0912298085739 16.32843517002309),
2111,POINT (122.0912298085739 16.33851945400241),
2112,POINT (122.0912298085739 16.34860373798172),
2113,POINT (122.0912298085739 16.35868802196104),
2114,POINT (122.0912298085739 16.36877230594035),
2115,POINT (122.0912298085739 16.37885658991966),
2116,POINT (122.0912298085739 16.38894087389898),
2117,POINT (122.0912298085739 16.39902515787829),
2118,POINT (122.0912298085739 16.40910944185761),
2119,POINT (122.0912298085739 16.41919372583692),
2120,POINT (122.0912298085739 16.42927800981624),
2121,POINT (122.0912298085739 16.43936229379555),
2122,POINT (122.0912298085739 16.44944657777486),
2123,POINT (122.0912298085739 16.45953086175418),
2124,POINT (122.0912298085739 16.46961514573349),
2125,POINT (122.0912298085739 16.47969942971281),
2126,POINT (122.0912298085739 16.48978371369212),
2127,POINT (122.0912298085739 16.49986799767143),
2128,POINT (122.1013486434003 16.14691805839544),
2129,POINT (122.1013486434003 16.15700234237476),
2130,POINT (122.1013486434003 16.16708662635407),
2131,POINT (122.1013486434003 16.17717091033338),
2132,POINT (122.1013486434003 16.1872551943127),
2133,POINT (122.1013486434003 16.19733947829201),
2134,POINT (122.1013486434003 16.26792946614721),
2135,POINT (122.1013486434003 16.27801375012653),
2136,POINT (122.1013486434003 16.28809803410584),
2137,POINT (122.1013486434003 16.29818231808515),
2138,POINT (122.1013486434003 16.30826660206447),
2139,POINT (122.1013486434003 16.31835088604378),0.025595090102054324
2140,POINT (122.1013486434003 16.32843517002309),
2141,POINT (122.1013486434003 16.33851945400241),0.038071149087997164
2142,POINT (122.1013486434003 16.34860373798172),
2143,POINT (122.1013486434003 16.35868802196104),
2144,POINT (122.1013486434003 16.36877230594035),
2145,POINT (122.1013486434003 16.37885658991966),
2146,POINT (122.1013486434003 16.38894087389898),
2147,POINT (122.1013486434003 16.39902515787829),
2148,POINT (122.1013486434003 16.40910944185761),
2149,POINT (122.1013486434003 16.41919372583692),
2150,POINT (122.1013486434003 16.42927800981624),
2151,POINT (122.1013486434003 16.43936229379555),
2152,POINT (122.1013486434003 16.44944657777486),
2153,POINT (122.1013486434003 16.45953086175418),
2154,POINT (122.1013486434003 16.46961514573349),
2155,POINT (122.1013486434003 16.47969942971281),
2156,POINT (122.1013486434003 16.48978371369212),
2157,POINT (122.1013486434003 16.49986799767143),
2158,POINT (122.1013486434003 16.50995228165075),
2159,POINT (122.1114674782267 16.15700234237476),
2160,POINT (122.1114674782267 16.16708662635407),
2161,POINT (122.1114674782267 16.17717091033338),
2162,POINT (122.1114674782267 16.1872551943127),
2163,POINT (122.1114674782267 16.19733947829201),
2164,POINT (122.1114674782267 16.20742376227133),
2165,POINT (122.1114674782267 16.26792946614721),0.006299199853457831
2166,POINT (122.1114674782267 16.27801375012653),
2167,POINT (122.1114674782267 16.28809803410584),
2168,POINT (122.1114674782267 16.29818231808515),
2169,POINT (122.1114674782267 16.30826660206447),
2170,POINT (122.1114674782267 16.31835088604378),0.052329405582942495
2171,POINT (122.1114674782267 16.32843517002309),
2172,POINT (122.1114674782267 16.33851945400241),
2173,POINT (122.1114674782267 16.34860373798172),
2174,POINT (122.1114674782267 16.35868802196104),
2175,POINT (122.1114674782267 16.36877230594035),
2176,POINT (122.1114674782267 16.37885658991966),
2177,POINT (122.1114674782267 16.38894087389898),
2178,POINT (122.1114674782267 16.39902515787829),
2179,POINT (122.1114674782267 16.40910944185761),
2180,POINT (122.1114674782267 16.41919372583692),
2181,POINT (122.1114674782267 16.42927800981624),
2182,POINT (122.1114674782267 16.43936229379555),
2183,POINT (122.1114674782267 16.44944657777486),
2184,POINT (122.1114674782267 16.45953086175418),
2185,POINT (122.1114674782267 16.46961514573349),
2186,POINT (122.1114674782267 16.47969942971281),
2187,POINT (122.1114674782267 16.48978371369212),
2188,POINT (122.1114674782267 16.49986799767143),
2189,POINT (122.1114674782267 16.50995228165075),
2190,POINT (122.1215863130531 16.16708662635407),
2191,POINT (122.1215863130531 16.17717091033338),
2192,POINT (122.1215863130531 16.1872551943127),
2193,POINT (122.1215863130531 16.19733947829201),
2194,POINT (122.1215863130531 16.20742376227133),
2195,POINT (122.1215863130531 16.21750804625064),
2196,POINT (122.1215863130531 16.2578451821679),
2197,POINT (122.1215863130531 16.26792946614721),
2198,POINT (122.1215863130531 16.27801375012653),0.021161702250302537
2199,POINT (122.1215863130531 16.28809803410584),0.020179692648762446
2200,POINT (122.1215863130531 16.29818231808515),
2201,POINT (122.1215863130531 16.30826660206447),
2202,POINT (122.1215863130531 16.31835088604378),
2203,POINT (122.1215863130531 16.32843517002309),
2204,POINT (122.1215863130531 16.33851945400241),
2205,POINT (122.1215863130531 16.34860373798172),
2206,POINT (122.1215863130531 16.35868802196104),
2207,POINT (122.1215863130531 16.36877230594035),
2208,POINT (122.1215863130531 16.37885658991966),
2209,POINT (122.1215863130531 16.38894087389898),
2210,POINT (122.1215863130531 16.39902515787829),
2211,POINT (122.1215863130531 16.40910944185761),
2212,POINT (122.1215863130531 16.41919372583692),
2213,POINT (122.1215863130531 16.42927800981624),
2214,POINT (122.1215863130531 16.43936229379555),
2215,POINT (122.1215863130531 16.44944657777486),
2216,POINT (122.1215863130531 16.45953086175418),
2217,POINT (122.1215863130531 16.46961514573349),
2218,POINT (122.1215863130531 16.47969942971281),
2219,POINT (122.1215863130531 16.48978371369212),
2220,POINT (122.1215863130531 16.49986799767143),
2221,POINT (122.1215863130531 16.50995228165075),
2222,POINT (122.1215863130531 16.52003656563006),
2223,POINT (122.1317051478795 16.1872551943127),
2224,POINT (122.1317051478795 16.19733947829201),
2225,POINT (122.1317051478795 16.20742376227133),
2226,POINT (122.1317051478795 16.21750804625064),
2227,POINT (122.1317051478795 16.22759233022995),0.031819165472480516
2228,POINT (122.1317051478795 16.2578451821679),
2229,POINT (122.1317051478795 16.26792946614721),
2230,POINT (122.1317051478795 16.27801375012653),
2231,POINT (122.1317051478795 16.28809803410584),
2232,POINT (122.1317051478795 16.29818231808515),
2233,POINT (122.1317051478795 16.30826660206447),
2234,POINT (122.1317051478795 16.31835088604378),
2235,POINT (122.1317051478795 16.32843517002309),
2236,POINT (122.1317051478795 16.33851945400241),
2237,POINT (122.1317051478795 16.34860373798172),
2238,POINT (122.1317051478795 16.35868802196104),
2239,POINT (122.1317051478795 16.36877230594035),
2240,POINT (122.1317051478795 16.37885658991966),
2241,POINT (122.1317051478795 16.38894087389898),
2242,POINT (122.1317051478795 16.39902515787829),
2243,POINT (122.1317051478795 16.40910944185761),
2244,POINT (122.1317051478795 16.41919372583692),
2245,POINT (122.1317051478795 16.42927800981624),
2246,POINT (122.1317051478795 16.43936229379555),
2247,POINT (122.1317051478795 16.44944657777486),
2248,POINT (122.1317051478795 16.45953086175418),
2249,POINT (122.1317051478795 16.46961514573349),
2250,POINT (122.1317051478795 16.47969942971281),
2251,POINT (122.1317051478795 16.48978371369212),
2252,POINT (122.1317051478795 16.49986799767143),
2253,POINT (122.1317051478795 16.50995228165075),
2254,POINT (122.1317051478795 16.52003656563006),
2255,POINT (122.1418239827059 16.19733947829201),
2256,POINT (122.1418239827059 16.20742376227133),
2257,POINT (122.1418239827059 16.21750804625064),
2258,POINT (122.1418239827059 16.22759233022995),
2259,POINT (122.1418239827059 16.23767661420927),
2260,POINT (122.1418239827059 16.24776089818858),
2261,POINT (122.1418239827059 16.2578451821679),
2262,POINT (122.1418239827059 16.26792946614721),
2263,POINT (122.1418239827059 16.27801375012653),
2264,POINT (122.1418239827059 16.28809803410584),
2265,POINT (122.1418239827059 16.29818231808515),0.032247264379862486
2266,POINT (122.1418239827059 16.30826660206447),
2267,POINT (122.1418239827059 16.31835088604378),
2268,POINT (122.1418239827059 16.32843517002309),
2269,POINT (122.1418239827059 16.33851945400241),
2270,POINT (122.1418239827059 16.34860373798172),
2271,POINT (122.1418239827059 16.35868802196104),
2272,POINT (122.1418239827059 16.36877230594035),
2273,POINT (122.1418239827059 16.37885658991966),
2274,POINT (122.1418239827059 16.38894087389898),
2275,POINT (122.1418239827059 16.39902515787829),
2276,POINT (122.1418239827059 16.40910944185761),
2277,POINT (122.1418239827059 16.41919372583692),
2278,POINT (122.1418239827059 16.42927800981624),
2279,POINT (122.1418239827059 16.43936229379555),
2280,POINT (122.1418239827059 16.44944657777486),
2281,POINT (122.1418239827059 16.45953086175418),
2282,POINT (122.1418239827059 16.46961514573349),
2283,POINT (122.1418239827059 16.47969942971281),
2284,POINT (122.1418239827059 16.48978371369212),
2285,POINT (122.1418239827059 16.49986799767143),
2286,POINT (122.1418239827059 16.50995228165075),
2287,POINT (122.1418239827059 16.52003656563006),
2288,POINT (122.1519428175323 16.19733947829201),
2289,POINT (122.1519428175323 16.20742376227133),
2290,POINT (122.1519428175323 16.21750804625064),
2291,POINT (122.1519428175323 16.22759233022995),
2292,POINT (122.1519428175323 16.23767661420927),
2293,POINT (122.1519428175323 16.24776089818858),
2294,POINT (122.1519428175323 16.2578451821679),
2295,POINT (122.1519428175323 16.26792946614721),
2296,POINT (122.1519428175323 16.27801375012653),0.06365367610111848
2297,POINT (122.1519428175323 16.28809803410584),
2298,POINT (122.1519428175323 16.29818231808515),
2299,POINT (122.1519428175323 16.30826660206447),
2300,POINT (122.1519428175323 16.31835088604378),
2301,POINT (122.1519428175323 16.32843517002309),
2302,POINT (122.1519428175323 16.33851945400241),
2303,POINT (122.1519428175323 16.34860373798172),
2304,POINT (122.1519428175323 16.35868802196104),
2305,POINT (122.1519428175323 16.36877230594035),
2306,POINT (122.1519428175323 16.37885658991966),0.0006165564896825034
2307,POINT (122.1519428175323 16.38894087389898),
2308,POINT (122.1519428175323 16.39902515787829),
2309,POINT (122.1519428175323 16.40910944185761),
2310,POINT (122.1519428175323 16.41919372583692),
2311,POINT (122.1519428175323 16.42927800981624),
2312,POINT (122.1519428175323 16.43936229379555),
2313,POINT (122.1519428175323 16.44944657777486),
2314,POINT (122.1519428175323 16.45953086175418),
2315,POINT (122.1519428175323 16.46961514573349),
2316,POINT (122.1519428175323 16.47969942971281),
2317,POINT (122.1519428175323 16.48978371369212),
2318,POINT (122.1519428175323 16.49986799767143),
2319,POINT (122.1519428175323 16.50995228165075),
2320,POINT (122.1519428175323 16.52003656563006),
2321,POINT (122.1620616523587 16.20742376227133),
2322,POINT (122.1620616523587 16.21750804625064),
2323,POINT (122.1620616523587 16.22759233022995),
2324,POINT (122.1620616523587 16.23767661420927),
2325,POINT (122.1620616523587 16.24776089818858),
2326,POINT (122.1620616523587 16.2578451821679),
2327,POINT (122.1620616523587 16.26792946614721),
2328,POINT (122.1620616523587 16.27801375012653),
2329,POINT (122.1620616523587 16.28809803410584),
2330,POINT (122.1620616523587 16.29818231808515),
2331,POINT (122.1620616523587 16.30826660206447),
2332,POINT (122.1620616523587 16.31835088604378),
2333,POINT (122.1620616523587 16.32843517002309),
2334,POINT (122.1620616523587 16.33851945400241),
2335,POINT (122.1620616523587 16.34860373798172),
2336,POINT (122.1620616523587 16.35868802196104),
2337,POINT (122.1620616523587 16.36877230594035),0.007189881076329028
2338,POINT (122.1620616523587 16.37885658991966),0.045825687375872635
2339,POINT (122.1620616523587 16.38894087389898),
2340,POINT (122.1620616523587 16.39902515787829),
2341,POINT (122.1620616523587 16.40910944185761),
2342,POINT (122.1620616523587 16.41919372583692),
2343,POINT (122.1620616523587 16.42927800981624),
2344,POINT (122.1620616523587 16.43936229379555),
2345,POINT (122.1620616523587 16.44944657777486),
2346,POINT (122.1620616523587 16.45953086175418),
2347,POINT (122.1620616523587 16.46961514573349),
2348,POINT (122.1620616523587 16.47969942971281),
2349,POINT (122.1620616523587 16.48978371369212),
2350,POINT (122.1620616523587 16.49986799767143),
2351,POINT (122.1620616523587 16.50995228165075),
2352,POINT (122.1620616523587 16.52003656563006),
2353,POINT (122.1721804871851 16.21750804625064),
2354,POINT (122.1721804871851 16.22759233022995),
2355,POINT (122.1721804871851 16.23767661420927),
2356,POINT (122.1721804871851 16.24776089818858),
2357,POINT (122.1721804871851 16.2578451821679),
2358,POINT (122.1721804871851 16.26792946614721),
2359,POINT (122.1721804871851 16.27801375012653),
2360,POINT (122.1721804871851 16.28809803410584),
2361,POINT (122.1721804871851 16.29818231808515),
2362,POINT (122.1721804871851 16.30826660206447),
2363,POINT (122.1721804871851 16.31835088604378),
2364,POINT (122.1721804871851 16.32843517002309),
2365,POINT (122.1721804871851 16.33851945400241),
2366,POINT (122.1721804871851 16.34860373798172),
2367,POINT (122.1721804871851 16.35868802196104),
2368,POINT (122.1721804871851 16.36877230594035),0.04726201557681258
2369,POINT (122.1721804871851 16.37885658991966),
2370,POINT (122.1721804871851 16.38894087389898),
2371,POINT (122.1721804871851 16.39902515787829),
2372,POINT (122.1721804871851 16.40910944185761),
2373,POINT (122.1721804871851 16.41919372583692),
2374,POINT (122.1721804871851 16.42927800981624),
2375,POINT (122.1721804871851 16.43936229379555),
2376,POINT (122.1721804871851 16.44944657777486),
2377,POINT (122.1721804871851 16.45953086175418),
2378,POINT (122.1721804871851 16.46961514573349),
2379,POINT (122.1721804871851 16.47969942971281),
2380,POINT (122.1721804871851 16.48978371369212),
2381,POINT (122.1721804871851 16.49986799767143),
2382,POINT (122.1721804871851 16.50995228165075),
2383,POINT (122.1721804871851 16.52003656563006),
2384,POINT (122.1822993220115 16.22759233022995),
2385,POINT (122.1822993220115 16.23767661420927),
2386,POINT (122.1822993220115 16.24776089818858),
2387,POINT (122.1822993220115 16.2578451821679),
2388,POINT (122.1822993220115 16.26792946614721),
2389,POINT (122.1822993220115 16.27801375012653),
2390,POINT (122.1822993220115 16.28809803410584),
2391,POINT (122.1822993220115 16.29818231808515),
2392,POINT (122.1822993220115 16.30826660206447),
2393,POINT (122.1822993220115 16.31835088604378),
2394,POINT (122.1822993220115 16.32843517002309),
2395,POINT (122.1822993220115 16.33851945400241),
2396,POINT (122.1822993220115 16.34860373798172),
2397,POINT (122.1822993220115 16.35868802196104),
2398,POINT (122.1822993220115 16.36877230594035),
2399,POINT (122.1822993220115 16.37885658991966),
2400,POINT (122.1822993220115 16.38894087389898),
2401,POINT (122.1822993220115 16.39902515787829),
2402,POINT (122.1822993220115 16.40910944185761),
2403,POINT (122.1822993220115 16.41919372583692),
2404,POINT (122.1822993220115 16.42927800981624),
2405,POINT (122.1822993220115 16.43936229379555),
2406,POINT (122.1822993220115 16.44944657777486),
2407,POINT (122.1822993220115 16.45953086175418),
2408,POINT (122.1822993220115 16.46961514573349),
2409,POINT (122.1822993220115 16.47969942971281),
2410,POINT (122.1822993220115 16.48978371369212),
2411,POINT (122.1822993220115 16.49986799767143),
2412,POINT (122.1822993220115 16.50995228165075),
2413,POINT (122.1822993220115 16.52003656563006),
2414,POINT (122.1924181568379 16.22759233022995),
2415,POINT (122.1924181568379 16.23767661420927),
2416,POINT (122.1924181568379 16.24776089818858),
2417,POINT (122.1924181568379 16.2578451821679),
2418,POINT (122.1924181568379 16.26792946614721),
2419,POINT (122.1924181568379 16.27801375012653),
2420,POINT (122.1924181568379 16.28809803410584),
2421,POINT (122.1924181568379 16.33851945400241),
2422,POINT (122.1924181568379 16.34860373798172),
2423,POINT (122.1924181568379 16.35868802196104),
2424,POINT (122.1924181568379 16.36877230594035),
2425,POINT (122.1924181568379 16.37885658991966),
2426,POINT (122.1924181568379 16.38894087389898),
2427,POINT (122.1924181568379 16.39902515787829),
2428,POINT (122.1924181568379 16.40910944185761),
2429,POINT (122.1924181568379 16.41919372583692),
2430,POINT (122.1924181568379 16.42927800981624),0.068640337575385
2431,POINT (122.1924181568379 16.43936229379555),
2432,POINT (122.1924181568379 16.44944657777486),
2433,POINT (122.1924181568379 16.45953086175418),
2434,POINT (122.1924181568379 16.46961514573349),
2435,POINT (122.1924181568379 16.47969942971281),
2436,POINT (122.1924181568379 16.48978371369212),
2437,POINT (122.1924181568379 16.49986799767143),
2438,POINT (122.1924181568379 16.50995228165075),
2439,POINT (122.1924181568379 16.52003656563006),
2440,POINT (122.2025369916644 16.23767661420927),
2441,POINT (122.2025369916644 16.24776089818858),
2442,POINT (122.2025369916644 16.2578451821679),
2443,POINT (122.2025369916644 16.26792946614721),
2444,POINT (122.2025369916644 16.27801375012653),
2445,POINT (122.2025369916644 16.28809803410584),
2446,POINT (122.2025369916644 16.34860373798172),
2447,POINT (122.2025369916644 16.35868802196104),
2448,POINT (122.2025369916644 16.36877230594035),
2449,POINT (122.2025369916644 16.37885658991966),
2450,POINT (122.2025369916644 16.38894087389898),
2451,POINT (122.2025369916644 16.39902515787829),
2452,POINT (122.2025369916644 16.40910944185761),
2453,POINT (122.2025369916644 16.43936229379555),0.027707045012965177
2454,POINT (122.2025369916644 16.44944657777486),0.06698167587120131
2455,POINT (122.2025369916644 16.45953086175418),
2456,POINT (122.2025369916644 16.46961514573349),
2457,POINT (122.2025369916644 16.47969942971281),
2458,POINT (122.2025369916644 16.48978371369212),
2459,POINT (122.2025369916644 16.49986799767143),
2460,POINT (122.2025369916644 16.50995228165075),
2461,POINT (122.2025369916644 16.52003656563006),
2462,POINT (122.2126558264908 16.27801375012653),
2463,POINT (122.2126558264908 16.28809803410584),
2464,POINT (122.2126558264908 16.35868802196104),0.004783902138069604
2465,POINT (122.2126558264908 16.36877230594035),0.02144529433015752
2466,POINT (122.2126558264908 16.37885658991966),
2467,POINT (122.2126558264908 16.38894087389898),
2468,POINT (122.2126558264908 16.39902515787829),0.036864206794876835
2469,POINT (122.2126558264908 16.44944657777486),
2470,POINT (122.2126558264908 16.45953086175418),
2471,POINT (122.2126558264908 16.46961514573349),0.019237280727429338
2472,POINT (122.2126558264908 16.47969942971281),
2473,POINT (122.2126558264908 16.48978371369212),
2474,POINT (122.2126558264908 16.49986799767143),
2475,POINT (122.2126558264908 16.50995228165075),
2476,POINT (122.2126558264908 16.52003656563006),
2477,POINT (122.2227746613172 16.28809803410584),
2478,POINT (122.2227746613172 16.29818231808515),
2479,POINT (122.2227746613172 16.35868802196104),
2480,POINT (122.2227746613172 16.36877230594035),
2481,POINT (122.2227746613172 16.37885658991966),
2482,POINT (122.2227746613172 16.38894087389898),0.060082933285352476
2483,POINT (122.2227746613172 16.45953086175418),
2484,POINT (122.2227746613172 16.46961514573349),
2485,POINT (122.2227746613172 16.47969942971281),0.06519072412644561
2486,POINT (122.2227746613172 16.48978371369212),
2487,POINT (122.2227746613172 16.49986799767143),
2488,POINT (122.2227746613172 16.50995228165075),
2489,POINT (122.2227746613172 16.52003656563006),
2490,POINT (122.2328934961436 16.30826660206447),
2491,POINT (122.2328934961436 16.38894087389898),
2492,POINT (122.2328934961436 16.39902515787829),
2493,POINT (122.2328934961436 16.40910944185761),
2494,POINT (122.2328934961436 16.41919372583692),
2495,POINT (122.2328934961436 16.48978371369212),
2496,POINT (122.2328934961436 16.49986799767143),
2497,POINT (122.2328934961436 16.50995228165075),0.0001606339771781256
2498,POINT (122.2328934961436 16.52003656563006),
2499,POINT (122.24301233097 16.41919372583692),
2500,POINT (122.24301233097 16.50995228165075),
2501,POINT (122.24301233097 16.52003656563006),
2502,POINT (122.2531311657964 16.52003656563006),0.01513002030407108
2503,POINT (122.2632500006228 16.52003656563006),0.015592464058617205
